 ,Folio,datenpunkt_id,typ,name,rolle,anmerkung
UAKUG/NIM_135,14_27,,"datum, werk","1951-08-08, Die Meistersinger von Nürnberg",Aufführung,
UAKUG/NIM_135,14_27,,"datum, werk","1951-08-10, Parsifal",Aufführung,
UAKUG/NIM_135,14_27,,"datum, werk","1951-08-11, Rheingold",Aufführung,
UAKUG/NIM_135,14_27,,"datum, werk","1951-08-12, Walküre",Aufführung,
UAKUG/NIM_135,14_27,,"datum, werk","1951-08-13, Siegfried",Aufführung,
UAKUG/NIM_135,14_27,,"datum, werk","1951-08-15, Götterdämmerung",Aufführung,
UAKUG/NIM_135,14_27,,"datum, werk","1951-08-16, Die Meistersinger von Nürnberg",Aufführung,
UAKUG/NIM_135,14_27,,"datum, werk","1951-08-18, Parsifal",Aufführung,
UAKUG/NIM_135,14_27,,"datum, werk","1951-08-19, Die Meistersinger von Nürnberg",Aufführung,
UAKUG/NIM_135,14_27,,"datum, werk","1951-08-21, Die Meistersinger von Nürnberg",Aufführung,
UAKUG/NIM_135,14_27,,"datum, werk","1951-08-22, Parsifal",Aufführung,
UAKUG/NIM_135,14_27,,"datum, werk","1951-08-24, Die Meistersinger von Nürnberg",Aufführung,
UAKUG/NIM_135,14_27,,"datum, werk","1951-08-25, Parsifal",Aufführung,
UAKUG/NIM_135,14_27,,"datum, werk","1951-08-26, Die Meistersinger von Nürnberg",Aufführung,
UAKUG/NIM_135,14_28,,person,"Knappertsbusch, Hans",dirigent:in,
UAKUG/NIM_135,14_28,,person,"Wagner, Wieland",regisseur:in,
UAKUG/NIM_135,14_28,,person,"Treptow, Günther",sänger:in,
UAKUG/NIM_135,14_28,,person,"Mill, Arnold van",sänger:in,
UAKUG/NIM_135,14_28,,person,"Björling, Sigurd",sänger:in,
UAKUG/NIM_135,14_28,,person,"Rysanek, Leonie",sänger:in,
UAKUG/NIM_135,14_28,,person,"Varnay, Astrid",sänger:in,
UAKUG/NIM_135,14_28,,person,"Höngen, Elisabeth",sänger:in,
UAKUG/NIM_135,14_28,,person,"Friedland, Brünnhild",sänger:in,
UAKUG/NIM_135,14_28,,person,"Lausch, Eleanor",sänger:in,
UAKUG/NIM_135,14_28,,person,"Wild, Elfriede",sänger:in,
UAKUG/NIM_135,14_28,,person,"Siewert, Ruth",sänger:in,
UAKUG/NIM_135,14_28,,person,"Thomamüller, Lieselotte",sänger:in,
UAKUG/NIM_135,14_28,,person,"Töpper, Hertha",sänger:in,
UAKUG/NIM_135,14_28,,person,"Malaniuk, Ira",sänger:in,
UAKUG/NIM_135,14_28,,person,"Ludwig, Hanna",sänger:in,
UAKUG/NIM_135,14_28,,person,"Hager, Paul",Regieassistent:in,
UAKUG/NIM_135,14_28,,person,"Deinert, Herbert",Beleuchter:in,
UAKUG/NIM_135,14_28,,person,"Schneider, Hugo",Beleuchter:in,
UAKUG/NIM_135,14_28,,person,"Jorissen, Ingrid",Kostümbildner:in,
UAKUG/NIM_135,14_28,,person,"Krott, Josef",Maskenbidner:in,
UAKUG/NIM_135,14_28,,Datum,1951-08-01,Aufführung,
UAKUG/NIM_135,14_28,,ort,Bayreuth,Aufführung,
UAKUG/NIM_135,14_28,,institution,Bayreuther Festspiele,rahmenveranstaltung,
UAKUG/NIM_135,14_28,,institution,Teldec,erwähnt,
UAKUG/NIM_135,14_28,,institution,Columbia Graphophone,erwähnt,
UAKUG/NIM_135,14_28,,werk,Die Meistersinger von Nürnberg,erwähnt,
UAKUG/NIM_135,14_28,,werk,Parsifal,erwähnt,
UAKUG/NIM_135,14_28,,werk,Die Walküre,Aufführung,
UAKUG/NIM_135,14_28,,rolle,Siegmund,auftritt,
UAKUG/NIM_135,14_28,,rolle,Hunding,auftritt,
UAKUG/NIM_135,14_28,,rolle,Wotan,auftritt,
UAKUG/NIM_135,14_28,,rolle,Sieglinde,auftritt,
UAKUG/NIM_135,14_28,,rolle,Brünnhilde,auftritt,
UAKUG/NIM_135,14_28,,rolle,Fricka,auftritt,
UAKUG/NIM_135,14_28,,rolle,Gerhilde,auftritt,
UAKUG/NIM_135,14_28,,rolle,Ortlinde,auftritt,
UAKUG/NIM_135,14_28,,rolle,Waltraute,auftritt,
UAKUG/NIM_135,14_28,,rolle,Schwertleite,auftritt,
UAKUG/NIM_135,14_28,,rolle,Helmwige,auftritt,
UAKUG/NIM_135,14_28,,rolle,Siegrune,auftritt,
UAKUG/NIM_135,14_28,,rolle,Grimgerde,auftritt,
UAKUG/NIM_135,14_28,,rolle,Roßweiße,auftritt,
UAKUG/NIM_135,14_28,,"rolle, Vorname Nachname Sänger*in","Siegmund, Günther Treptow",auftritt,
UAKUG/NIM_135,14_28,,"rolle, Vorname Nachname Sänger*in","Hunding, Arnold van Mill",auftritt,
UAKUG/NIM_135,14_28,,"rolle, Vorname Nachname Sänger*in","Wotan, Sigurd Björling",auftritt,
UAKUG/NIM_135,14_28,,"rolle, Vorname Nachname Sänger*in","Sieglinde, Leonie Rysanek",auftritt,
UAKUG/NIM_135,14_28,,"rolle, Vorname Nachname Sänger*in","Brünnhilde, Astrid varnay",auftritt,
UAKUG/NIM_135,14_28,,"rolle, Vorname Nachname Sänger*in","Fricka, Elisabeth Höngen",auftritt,
UAKUG/NIM_135,14_28,,"rolle, Vorname Nachname Sänger*in","Gerhilde, Brünnhild Friedland",auftritt,
UAKUG/NIM_135,14_28,,"rolle, Vorname Nachname Sänger*in","Ortlinde, Eleanor Lausch",auftritt,
UAKUG/NIM_135,14_28,,"rolle, Vorname Nachname Sänger*in","Waltraute, Elfriede Wild",auftritt,
UAKUG/NIM_135,14_28,,"rolle, Vorname Nachname Sänger*in","Schwertleite, Ruth Siewert",auftritt,
UAKUG/NIM_135,14_28,,"rolle, Vorname Nachname Sänger*in","Helmwige, Lieselotte Thomamüller",auftritt,
UAKUG/NIM_135,14_28,,"rolle, Vorname Nachname Sänger*in","Siegrune, Hertha Töpper",auftritt,
UAKUG/NIM_135,14_28,,"rolle, Vorname Nachname Sänger*in","Grimgerde, Ira Malaniuk",auftritt,
UAKUG/NIM_135,14_28,,"rolle, Vorname Nachname Sänger*in","Roßweiße, Hanna Ludwig",auftritt,
UAKUG/NIM_135,14_28,,"datum, werk","1951-08-01, Die Walküre",Aufführung,
UAKUG/NIM_136,95,,person,"Mittag, Erwin",verfasser:in,
UAKUG/NIM_136,95,,person,"Wagner, Gertrud",choreograph:in,
UAKUG/NIM_136,95,,person,"Uhde, Hermann",sänger:in,
UAKUG/NIM_136,95,,person,"Weber, Ludwig",sänger:in,
UAKUG/NIM_136,95,,person,"Windgassen, Wolfgang",sänger:in,
UAKUG/NIM_136,95,,person,"London, George",sänger:in,
UAKUG/NIM_136,95,,person,"Mödl, Martha",sänger:in,
UAKUG/NIM_136,95,,person,"Pflanzl, Heinrich",sänger:in,
UAKUG/NIM_136,95,,person,"Edelmann, Otto",sänger:in,
UAKUG/NIM_136,95,,person,"Hopf, Hans",sänger:in,
UAKUG/NIM_136,95,,person,"Della Casa, Lisa",sänger:in,
UAKUG/NIM_136,95,,person,"Malaniuk, Ira",sänger:in,
UAKUG/NIM_136,95,,person,"Böhme, Kurt",sänger:in,
UAKUG/NIM_136,95,,person,"Faulhaber, Werner",sänger:in,
UAKUG/NIM_136,95,,person,"Stolze, Gerhard",sänger:in,
UAKUG/NIM_136,95,,person,"Unger, Hermann",sänger:in,
UAKUG/NIM_136,95,,person,"Neidlinger, Gustav",sänger:in,
UAKUG/NIM_136,95,,person,"Varnay, Astrid",sänger:in,
UAKUG/NIM_136,95,,person,"Vinay, Ramon",sänger:in,
UAKUG/NIM_136,95,,person,"Karajan, Herbert von",sänger:in,
UAKUG/NIM_136,95,,person,"Reissinger, Hans C.",bühnenbildner:in,
UAKUG/NIM_136,95,,person,"Pitz, Wilhelm",chorleiter:in,
UAKUG/NIM_136,95,,person,"Knappertsbusch, Hans",dirigent:in,
UAKUG/NIM_136,95,,person,"Delacroix, Eugene",erwähnt,
UAKUG/NIM_136,95,,person,"Wagner, Wieland",regisseur:in,
UAKUG/NIM_136,95,,person,"Bahr-Mildenburg, Anna",erwähnt,
UAKUG/NIM_136,95,,"ort, datum","Bayreuth, 1952-07",rahmenveranstaltung,
UAKUG/NIM_136,95,,Datum,1952-08-09,erscheinungsdatum,
UAKUG/NIM_136,95,,Datum,1952,rahmenveranstaltung,
UAKUG/NIM_136,95,,ort,wien,entstehungsort,
UAKUG/NIM_136,95,,ort,Bayreuth,auffuehrungsort,
UAKUG/NIM_136,95,,institution,Die Presse,herausgeber:in,
UAKUG/NIM_136,95,,institution,Bayreuther Festspiele,rahmenveranstaltung,
UAKUG/NIM_136,95,,institution,Metropolitan Opera,erwähnt,
UAKUG/NIM_136,95,,institution,Teatro alla Scala,erwähnt,
UAKUG/NIM_136,95,,,Staatsoper Wien,erwähnt,
UAKUG/NIM_136,95,,werk,Tristan und Isolde,premiere,
UAKUG/NIM_136,95,,werk,Tristan und Isolde,Aufführung,
UAKUG/NIM_136,95,,werk,Parsifal,Aufführung,
UAKUG/NIM_136,95,,werk,Die Meistersinger vin Nürnberg,Aufführung,
UAKUG/NIM_136,95,,rolle,Tristan,auftritt,
UAKUG/NIM_136,95,,rolle,Isolde,auftritt,
UAKUG/NIM_136,95,,rolle,Brangäne,auftritt,
UAKUG/NIM_136,95,,rolle,König Marke,auftritt,
UAKUG/NIM_136,95,,rolle,Veit Pogner,auftritt,
UAKUG/NIM_136,95,,rolle,Magdalene,auftritt,
UAKUG/NIM_136,95,,rolle,Eva,auftritt,
UAKUG/NIM_136,95,,rolle,Walther von Stolzing,auftritt,
UAKUG/NIM_136,95,,rolle,Hans Sachs,auftritt,
UAKUG/NIM_136,95,,rolle,Sixtus Beckmesser,auftritt,
UAKUG/NIM_136,95,,rolle,Kundry,auftritt,
UAKUG/NIM_136,95,,rolle,Amfortas,auftritt,
UAKUG/NIM_136,95,,rolle,Parsifal,auftritt,
UAKUG/NIM_136,95,,rolle,Gurnemanz,auftritt,
UAKUG/NIM_136,95,,rolle,Klingsor,auftritt,
UAKUG/NIM_136,95,,"rolle, Vorname Nachname Sänger*in","Tristan, Ramon Vinay",auftritt,
UAKUG/NIM_136,95,,"rolle, Vorname Nachname Sänger*in","Isolde, Astrid Varnay",auftritt,
UAKUG/NIM_136,95,,"rolle, Vorname Nachname Sänger*in","Brangäne, Ira Malaniuk",auftritt,
UAKUG/NIM_136,95,,"rolle, Vorname Nachname Sänger*in","König Marke, Ludwig Weber",auftritt,
UAKUG/NIM_136,95,,"rolle, Vorname Nachname Sänger*in","Veit Pogner, Kurt Böhme",auftritt,
UAKUG/NIM_136,95,,"rolle, Vorname Nachname Sänger*in","Magdalene, Ira Malaniuk",auftritt,
UAKUG/NIM_136,95,,"rolle, Vorname Nachname Sänger*in","Eva, Lisa della Casa",auftritt,
UAKUG/NIM_136,95,,"rolle, Vorname Nachname Sänger*in","Walther von Stolzing, Hans Hopf",auftritt,
UAKUG/NIM_136,95,,"rolle, Vorname Nachname Sänger*in","Hans Sachs, Otto Edelmann",auftritt,
UAKUG/NIM_136,95,,"rolle, Vorname Nachname Sänger*in","Sixtus Beckmesser, Heinrich Pfanzl",auftritt,
UAKUG/NIM_136,95,,"rolle, Vorname Nachname Sänger*in","Kundry, Martha Mödl",auftritt,
UAKUG/NIM_136,95,,"rolle, Vorname Nachname Sänger*in","Amfortas, George London",auftritt,
UAKUG/NIM_136,95,,"rolle, Vorname Nachname Sänger*in","Parsifal, Wolfgang Windgassen",auftritt,
UAKUG/NIM_136,95,,"rolle, Vorname Nachname Sänger*in","Gurnemanz, Ludwig Weber",auftritt,
UAKUG/NIM_136,95,,"rolle, Vorname Nachname Sänger*in","Klingsor, Hermann Uhde",auftritt,
UAKUG/NIM_136,100_24,,ort,Bayreuth,erwähnt,
UAKUG/NIM_136,100_24,,ort,Neapel,auffuehrungsort,
UAKUG/NIM_136,100_24,,institution,Teatro di San Carlo,gastspiel,
UAKUG/NIM_136,100_24,,person,"Wagner, Richard",Komponist:in,
UAKUG/NIM_136,100_24,,person,"Böhm, Karl",erwähnt,
UAKUG/NIM_136,100_24,,werk,Der Ring des Nibelungen,Aufführung,
UAKUG/NIM_136,100_24,,person,"Valabrega, Cesare",erwähnt,
UAKUG/NIM_136,100_24,,person,"Wagner, Wolfgang",Leitung,
UAKUG/NIM_136,100_24,,person,"Wagner, Wieland",Leitung,
UAKUG/NIM_136,100_24,,werk,Das Rheingold,gastspiel,
UAKUG/NIM_136,100_25,,person,"Björling, Sigurd",sänger:in,
UAKUG/NIM_136,100_25,,rolle,Wotan,auftritt,
UAKUG/NIM_136,100_25,,"rolle, Vorname Nachname Sänger*in","Wotan, Sigurd Björling",auftritt,
UAKUG/NIM_136,100_25,,person,"Witte, Erich",auftritt,
UAKUG/NIM_136,100_25,,rolle,Loge,auftritt,
UAKUG/NIM_136,100_25,,"rolle, Vorname Nachname Sänger*in","Loge, Erich Witte",auftritt,
UAKUG/NIM_136,100_25,,person,"Malaniuk, Ira",auftritt,
UAKUG/NIM_136,100_25,,rolle,Fricka,auftritt,
UAKUG/NIM_136,100_25,,"rolle, Vorname Nachname Sänger*in","Fricka, Ira Malaniuk",auftritt,
UAKUG/NIM_136,100_25,,werk,Walküre,gastspiel,
UAKUG/NIM_136,100_25,,person,"Mödl, Martha",auftritt,
UAKUG/NIM_136,100_25,,rolle,Brünnhilde,auftritt,
UAKUG/NIM_136,100_25,,"rolle, Vorname Nachname Sänger*in","Brünnhilde, Martha Mödl",auftritt,
UAKUG/NIM_136,100_25,,person,"Björling, Sigurd",auftritt,
UAKUG/NIM_136,100_25,,rolle,Wotan,auftritt,
