 ,Folio,datenpunkt_id,typ,name,rolle,anmerkung
UAKUG/NIM_016,16,,Datum,1957-04-05,absendedatum,
UAKUG/NIM_016,16,,ort,Frankfurt am Main,absendeort,
UAKUG/NIM_016,16,,ort,"Zürich, Zürichbergstrasse 104",empfangsort,
UAKUG/NIM_016,16,,ort,Mailand,erwähnt,
UAKUG/NIM_016,16,,institution,Hessischer Rundfunk,Absender:in,
UAKUG/NIM_016,16,,werk,Lied von der Erde,Aufführung,"Mahler, Gustav"
UAKUG/NIM_016,17,,person,"Malaniuk, Ira",adressat:in,
UAKUG/NIM_016,17,,person,"Müller-Kray, Hans",verfasser:in,
UAKUG/NIM_016,17,,Datum,1957-03-15,absendedatum,
UAKUG/NIM_016,17,,ort,"Zürich, Zürichbergstrasse 104",empfangsort,
UAKUG/NIM_016,17,,ort,Stuttgart,absendeort,
UAKUG/NIM_016,17,,institution,Süddeutscher Rundfunk,Absender:in,
UAKUG/NIM_016,17,,werk,Herzog Blaubart's Burg,Aufführung,"Bartok, Bela"
UAKUG/NIM_016,18,,person,"Malaniuk, Ira",adressat:in,
UAKUG/NIM_016,18,,person,"Müller-Kray, Hans",verfasser:in,
UAKUG/NIM_016,18,,Datum,1957-05-09,absendedatum,
UAKUG/NIM_016,18,,ort,"Zürich, Zürichbergstrasse 104",empfangsort,
UAKUG/NIM_016,18,,ort,Stuttgart,absendeort,
UAKUG/NIM_016,18,,institution,Süddeutscher Rundfunk,Absender:in,
UAKUG/NIM_016,18,,werk,Herzog Blaubart's Burg,Aufführung,"Bartok, Bela"
UAKUG/NIM_016,17,,person,"Bartók, Béla",erwähnt,
UAKUG/NIM_016,18,,person,"Bartók, Béla",erwähnt,
UAKUG/NIM_016,19,,person,"Malaniuk, Ira",adressat:in,
UAKUG/NIM_016,19,,person,"Müller-Kray, Hans",verfasser:in,
UAKUG/NIM_016,19,,Datum,1956-10-24,absendedatum,
UAKUG/NIM_016,19,,ort,"Zürich, Zürichbergstrasse 104",empfangsort,
UAKUG/NIM_016,19,,ort,Stuttgart,absendeort,
UAKUG/NIM_016,19,,institution,Süddeutscher Rundfunk,Absender:in,
UAKUG/NIM_016,19,,werk,Herzog Blaubart's Burg,Aufführung,"Bartok, Bela"
UAKUG/NIM_016,19,,person,"Bartók, Béla",erwähnt,
UAKUG/NIM_016,19,,Datum,1957-04-28,Aufführung,
