 ,Folio,datenpunkt_id,typ,name,rolle,anmerkung
UAKUG/NIM_003,1_2,,person,"Schellenberg, Arno",erwähnt,
UAKUG/NIM_003,1_2,,person,"Schünemann, Georg",erwähnt,
UAKUG/NIM_003,1_2,,person,"Steiner, Adolf",erwähnt,
UAKUG/NIM_003,1_2,,person,"Swarowsky, Hans",erwähnt,
UAKUG/NIM_003,1_2,,person,"Vilmar-Hansen, E.",erwähnt,
UAKUG/NIM_003,1_2,,person,"Wolf, Winfried",erwähnt,
UAKUG/NIM_003,1_2,,person,"Bahr-Mildenburg, Anna",erwähnt,
UAKUG/NIM_003,1_8,,institution,Universität Mozarteum Salzburg,ausbildungsstätte,
UAKUG/NIM_004,1,,person,"Malaniuk, Ira",adressat:in,
UAKUG/NIM_004,1,,Datum,1959-10-28,absendedatum,
UAKUG/NIM_004,1,,ort,New York,absendeort,
UAKUG/NIM_004,1,,ort,"Zürich, Zürichbergstrasse 104",zielort,
UAKUG/NIM_004,1,,institution,National Artists Corporation,verfasser:in,
UAKUG/NIM_004,2,,person,"Malaniuk, Ira",erwähnt,
UAKUG/NIM_004,2,,person,"Verdi, Guiseppe",Komponist:in,
UAKUG/NIM_004,2,,person,"Arnold, Heinz",regisseur:in,
UAKUG/NIM_004,2,,person,"Metternich, Josef",sänger:in,
UAKUG/NIM_004,2,,person,"Hartmann, Rudolf",regisseur:in,
UAKUG/NIM_004,2,,person,"Heger, Robert",dirigent:in,
UAKUG/NIM_004,2,,person,"Jürgens, Helmut",bühnenbildner:in,
UAKUG/NIM_004,2,,person,"Proebstl, Max",sänger:in,
UAKUG/NIM_004,2,,person,"Michalis, Ruth",sänger:in,
UAKUG/NIM_004,2,,person,"Klarwein, Franz",sänger:in,
UAKUG/NIM_004,2,,person,"Vandenburg, Howard",sänger:in,
UAKUG/NIM_004,2,,person,"Keil, Adolf",sänger:in,
UAKUG/NIM_004,2,,person,"Peter, Albrecht",sänger:in,
UAKUG/NIM_004,2,,person,"Bahr-Mildenburg, Anna",erwähnt,
UAKUG/NIM_004,2,,person,"Ranczak, Hildegard",erwähnt,
UAKUG/NIM_004,2,,person,"Baasch, Dr. med. Ernst",erwähnt,
UAKUG/NIM_004,2,,rolle,Lady Macbeth,Aufführung,
UAKUG/NIM_004,2,,rolle,Dorabella,erwähnt,
UAKUG/NIM_004,2,,rolle,Brangäne,erwähnt,
UAKUG/NIM_004,2,,rolle,Amneris,erwähnt,
UAKUG/NIM_004,2,,rolle,Adelaide,erwähnt,
UAKUG/NIM_004,2,,ort,Buenos Aires,erwähnt,
UAKUG/NIM_004,2,,ort,Bayreuth,erwähnt,
UAKUG/NIM_004,2,,ort,Zürich ,erwähnt,
UAKUG/NIM_004,2,,ort,Wien,erwähnt,
UAKUG/NIM_004,2,,ort,München,erwähnt,
UAKUG/NIM_004,2,,ort,Lemberg,erwähnt,
UAKUG/NIM_004,2,,ort,Graz,erwähnt,
UAKUG/NIM_004,2,,Datum,1952-12-16,premiere,
UAKUG/NIM_004,2,,Datum,1952-12-16,erscheinungsdatum,
UAKUG/NIM_004,2,,Datum,1952-12-22,erwähnt,
UAKUG/NIM_004,2,,institution,Bayerischen Staatsoper,erwähnt,
UAKUG/NIM_004,3,,person,"Schumann, Karl",verfasser:in,
UAKUG/NIM_004,3,,person,"Verdi, Guiseppe",Komponist:in,
UAKUG/NIM_004,3,,person,"Malaniuk, Ira",sänger:in,
UAKUG/NIM_004,3,,person,"Metternich, Josef",sänger:in,
UAKUG/NIM_004,3,,person,"Jürgens, Helmut",bühnenbildner:in,
UAKUG/NIM_004,3,,person,"Proebstl, Max",sänger:in,
UAKUG/NIM_004,3,,person,"Vandenburg, Howard",sänger:in,
UAKUG/NIM_004,3,,person,"Arnold, Heinz",regisseur:in,
UAKUG/NIM_004,3,,person,"Heger, Robert",dirigent:in,
UAKUG/NIM_004,3,,ort_datum,"München, 1952-12-17",erscheinungsdatum,
UAKUG/NIM_004,3,,institution,Abendzeitung,herausgeber:in,
UAKUG/NIM_004,3,,institution,Bayerischen Staatsoper,erwähnt,
UAKUG/NIM_004,3,,werk,Macbeth,Aufführung,
UAKUG/NIM_004,3,,rolle,Lady Macbeth,Aufführung,
UAKUG/NIM_004,3,,rolle,Macbeth,Aufführung,
UAKUG/NIM_004,3,,rolle,Banquo,Aufführung,
UAKUG/NIM_004,4,,person,"Verdi, Giuseppe",Komponist:in,
UAKUG/NIM_004,4,,person,"Shakespeare, William",verfasser:in,
UAKUG/NIM_004,4,,person,"Jürgens, Helmut ",bühnenbildner:in,
UAKUG/NIM_004,4,,person,"Arnold, Heinz",regisseur:in,
UAKUG/NIM_004,4,,person,"Malaniuk, Ira",sänger:in,
UAKUG/NIM_004,4,,person,"Metternicz, Josef",sänger:in,
UAKUG/NIM_004,4,,person,"Proebstl, Max",sänger:in,
UAKUG/NIM_004,4,,person,"Vandenburg, Howard",sänger:in,
UAKUG/NIM_004,4,,person,"Klarwein, Franz",sänger:in,
UAKUG/NIM_004,4,,person,"Heger, Robert",dirigent:in,
UAKUG/NIM_004,4,,person,"Leder, Alfred",chorleiter:in,
UAKUG/NIM_004,4,,person,"Schmidt-Garre, Helmut",verfasser:in,
UAKUG/NIM_004,4,,Datum,1952-12-18,erscheinungsdatum,
UAKUG/NIM_004,4,,ort,München,entstehungsort,
UAKUG/NIM_004,4,,institution,Bayerische Staatsoper,auffuehrungsort,
UAKUG/NIM_004,4,,werk,Macbeth,Aufführung,
UAKUG/NIM_004,4,,rolle,Lady Macbeth,interpret:in,
UAKUG/NIM_004,4,,rolle,Macbeth,interpret:in,
UAKUG/NIM_004,5,,person,"Gluck, Christoph Willibald",Komponist:in,
UAKUG/NIM_004,5,,person,"Händel, Georg Friedrich",erwähnt,
UAKUG/NIM_004,5,,person,"Mozart, Wolfgang Amadeus",erwähnt,
UAKUG/NIM_004,5,,person,"Knappertsbusch, Hans",dirigent:in,
UAKUG/NIM_004,5,,person,"Malaniuk, Ira",sänger:in,
UAKUG/NIM_004,5,,person,"Wagner, Wieland",regisseur:in,
UAKUG/NIM_004,5,,person,"Barlach, Ernst",erwähnt,
UAKUG/NIM_004,5,,person,"Alighieri, Dante",erwähnt,
UAKUG/NIM_004,5,,person,"Orff, Carl",erwähnt,
UAKUG/NIM_004,5,,person,"Kupper, Anneliese                                                                                                                                                              ",sänger:in,
UAKUG/NIM_004,5,,person,"Fahberg, Antonia",sänger:in,
UAKUG/NIM_004,5,,person,"Offenbach, Jacques",Komponist:in,
UAKUG/NIM_004,5,,person,"Erlenwein, Herbert",chorleiter:in,
UAKUG/NIM_004,5,,person,"Ruppel, K. H.",verfasser:in,
UAKUG/NIM_004,5,,Datum,1953-03-05,erscheinungsdatum,
UAKUG/NIM_004,5,,ort,Bayreuth,erwähnt,
UAKUG/NIM_004,5,,werk,Orpheus und Eurydike,Aufführung,
UAKUG/NIM_004,5,,rolle,Orpheus,Aufführung,
UAKUG/NIM_004,5,,institution,Süddeutsche Zeitung,herausgeber:in,
UAKUG/NIM_004,5,,rolle,Eurydike,Aufführung,
UAKUG/NIM_004,5,,rolle,Amor,Aufführung,
UAKUG/NIM_004,6,,person,"Knappertsbusch, Hans",dirigent:in,
UAKUG/NIM_004,6,,person,"Wagner, Wieland",regisseur:in,
UAKUG/NIM_004,6,,person,"Malaniuk, Ira",sänger:in,
UAKUG/NIM_004,6,,person,"Kupper, Annelies",sänger:in,
UAKUG/NIM_004,6,,person,"Schumann, Karl",verfasser:in,
UAKUG/NIM_004,6,,ort,München,auffuehrungsort,
UAKUG/NIM_004,6,,ort,Prinzregententheater,auffuehrungsort,
UAKUG/NIM_004,6,,werk,Orpheus und Eurydike,premiere,
UAKUG/NIM_004,6,,rolle,Orpheus,Aufführung,
UAKUG/NIM_004,6,,rolle,Eurydike,Aufführung,
UAKUG/NIM_004,7,,person,"Beethoven, Ludwig van",Komponist:in,
UAKUG/NIM_004,7,,person,"Hindemith, Paul",dirigent:in,
UAKUG/NIM_004,7,,person,"Pitz, Wilhelm",chorleiter:in,
UAKUG/NIM_004,7,,person,"Malaniuk, Ira",sänger:in,
UAKUG/NIM_004,7,,person,"Nilsson, Birgit",sänger:in,
UAKUG/NIM_004,7,,person,"Dermota, Anton",sänger:in,
UAKUG/NIM_004,7,,person,"Weber, Ludwig",sänger:in,
UAKUG/NIM_004,7,,person,"Bergfeld, Dr. Joachim",verfasser:in,
UAKUG/NIM_004,7,,person,"Wagner, Wieland",erwähnt,
UAKUG/NIM_004,7,,person,"Strauss, Richard",erwähnt,
UAKUG/NIM_004,7,,person,"Furtwängler, Wilhelm",erwähnt,
UAKUG/NIM_004,7,,person,"Mozart, Wolfgang Amadeus",erwähnt,
UAKUG/NIM_004,7,,person,"Bach, Johann Sebastian",erwähnt,
UAKUG/NIM_004,7,,person,"Wagner, Richard",erwähnt,
UAKUG/NIM_004,7,,person,"Wagner, Siegfied",erwähnt,
UAKUG/NIM_004,7,,person,"Reger, Max",erwähnt,
UAKUG/NIM_004,7,,person,"Pfitzner, Hans",erwähnt,
UAKUG/NIM_004,7,,Datum,1953-08-13,erscheinungsdatum,
UAKUG/NIM_004,7,,Datum,1872,erwähnt,
UAKUG/NIM_004,7,,Datum,1933,erwähnt,
UAKUG/NIM_004,7,,Datum,1951,erwähnt,
UAKUG/NIM_004,7,,ort,Bayreuth,auffuehrungsort,
UAKUG/NIM_004,7,,institution,Fränkische Presse,herausgeber:in,
UAKUG/NIM_004,7,,institution,Bayreuther Festspiele,rahmenveranstaltung,
UAKUG/NIM_004,7,,werk,"Sinfonien, Nr. 9, op. 125 (d-Moll)",Aufführung,
UAKUG/NIM_004,7,,rolle,Alt Solo,interpret:in,Malaniuk als Altistin
UAKUG/NIM_004,8,,person,"Schmidt-Gasse, Helmut",verfasser:in,
UAKUG/NIM_004,8,,person,"Wagner, Wieland",regisseur:in,
UAKUG/NIM_004,8,,person,"Gluck, Christoph Willibald",Komponist:in,
UAKUG/NIM_004,8,,person,"Jommelli, Niccolò",erwähnt,
UAKUG/NIM_004,8,,person,"Traetta, Tommaso",erwähnt,
UAKUG/NIM_004,8,,person,"Hasse, Johann Asolph",erwähnt,
UAKUG/NIM_004,8,,person,"Calzabigi, Ranieri de",librettist:in,
UAKUG/NIM_004,8,,person,"Malaniuk, Ira",sänger:in,
UAKUG/NIM_004,8,,person,"Kupper, Annelies",sänger:in,
UAKUG/NIM_004,8,,person,"Fahberg, Antonia",sänger:in,
UAKUG/NIM_004,8,,person,"Beethoven, Ludwig van",erwähnt,
UAKUG/NIM_004,8,,person,"Knappertsbusch, Hans",dirigent:in,
UAKUG/NIM_004,8,,person,"Erlenwein, Herbert",chorleiter:in,
UAKUG/NIM_004,8,,"ort, datum","München, 1953-03-06",erscheinungsdatum,
UAKUG/NIM_004,8,,institution,Bayerische Staatsoper,erwähnt,
UAKUG/NIM_004,8,,institution,Münchner Merkur,herausgeber:in,
UAKUG/NIM_004,8,,werk,Orpheus und Eurydike,Aufführung,Werktitel laut Quelle eingegeben (Ziel: Vereinheitlichung notwendig bzw. mehrere Sprachen)
UAKUG/NIM_004,8,,rolle,Orpheus,erwähnt,
UAKUG/NIM_004,8,,rolle,Eurydike,erwähnt,
UAKUG/NIM_004,8,,rolle,Eros,erwähnt,
UAKUG/NIM_004,9,,person,"Rodzinski, Artur",dirigent:in,
UAKUG/NIM_004,9,,person,"Tasso, Fiorenzo",erwähnt,
UAKUG/NIM_004,9,,person,"Grob-Prandl, Gertrude",sänger:in,
UAKUG/NIM_004,9,,person,"Ernest, Wilhelm",sänger:in,
UAKUG/NIM_004,9,,person,Otto van Rohr,sänger:in,
UAKUG/NIM_004,9,,person,"Schöffler, Paul",sänger:in,
UAKUG/NIM_004,9,,person,"Ferenz, Willy",sänger:in,
UAKUG/NIM_004,9,,person,"Maykut, Erich",sänger:in,
UAKUG/NIM_004,9,,person,"Gerard, Fritz",sänger:in,
UAKUG/NIM_004,9,,person,Sforza,interpret:in,
UAKUG/NIM_004,9,,person,Uva,interpret:in,
UAKUG/NIM_004,9,,person,"Lauro, Michele",chorleiter:in,
UAKUG/NIM_004,9,,person,"Neumann-Spallart, Gottfried",bühnenbildner:in,
UAKUG/NIM_004,9,,person,Vacchiano,erwähnt,
UAKUG/NIM_004,9,,person,Campese,erwähnt,
UAKUG/NIM_004,9,,person,"Malaniuk, Ira",sänger:in,
UAKUG/NIM_004,9,,person,"Rott, Adolf",regisseur:in,
UAKUG/NIM_004,9,,person,"Parente, A",verfasser:in,
UAKUG/NIM_004,9,,Datum,1964-01-08,erscheinungsdatum,
UAKUG/NIM_004,9,,Datum,1950,erwähnt,
UAKUG/NIM_004,9,,ort,Italien,auffuehrungsort,
UAKUG/NIM_004,9,,Datum,1954-01-07,premiere,
UAKUG/NIM_004,9,,institution,Teatro di San Carlo,auffuehrungsort,
UAKUG/NIM_004,9,,werk,Tristan und Isolde,Aufführung,
UAKUG/NIM_004,9,,werk,Don Giovanni,erwähnt,
UAKUG/NIM_004,9,,werk,La Gioconda,erwähnt,
UAKUG/NIM_004,9,,rolle,Brangäne,erwähnt,
UAKUG/NIM_004,9,,rolle,Marke,erwähnt,
UAKUG/NIM_004,9,,rolle,Kurwenal,erwähnt,
UAKUG/NIM_004,9,,,,,
UAKUG/NIM_004,9,,,,,
UAKUG/NIM_004,9,,,,,
UAKUG/NIM_004,9,,,,,
UAKUG/NIM_004,9,,,,,
UAKUG/NIM_004,10,,person,"Wagner, Wieland",regisseur:in,
UAKUG/NIM_004,10,,person,"Keilberth, Joseph",dirigent:in,
UAKUG/NIM_004,10,,person,"Jochum, Eugen",dirigent:in,
UAKUG/NIM_004,10,,person,"Pitz, Wilhelm",chorleiter:in,
UAKUG/NIM_004,10,,person,"Eberhardt, Paul",erwähnt,Beleuchtungsassistent (??)
UAKUG/NIM_004,10,,person,"Mödl, Martha",sänger:in,
UAKUG/NIM_004,10,,person,"Windgassen, Wolfgang",sänger:in,
UAKUG/NIM_004,10,,person,"Greindl, Josef",sänger:in,
UAKUG/NIM_004,10,,person,"Uhde, Hermann",sänger:in,
UAKUG/NIM_004,10,,person,"Hinsch-Gröhndal, Natalie",sänger:in,
UAKUG/NIM_004,10,,person,"Neidlinger, Gustav",sänger:in,
UAKUG/NIM_004,10,,person,"Malaniuk, Ira",sänger:in,
UAKUG/NIM_004,10,,person,Ilosvay,sänger:in,Vorname fehlt
UAKUG/NIM_004,10,,person,Resnik,sänger:in,Vorname fehlt
UAKUG/NIM_004,10,,person,"Zimmermann, Erika",sänger:in,
UAKUG/NIM_004,10,,person,"Plümacher, Hetty",sänger:in,
UAKUG/NIM_004,10,,person,"Litz, Gisela",sänger:in,
UAKUG/NIM_004,10,,person,"Varnay, Astrid",sänger:in,
UAKUG/NIM_004,10,,person,"Vinay, Ramon",sänger:in,
UAKUG/NIM_004,10,,person,"Weber, Ludwig",sänger:in,
UAKUG/NIM_004,10,,person,"Eschert, Hasso",sänger:in,
UAKUG/NIM_004,10,,person,"Stolze, Gerhard",sänger:in,
UAKUG/NIM_004,10,,person,"Adam, Theo",sänger:in,
UAKUG/NIM_004,10,,person,"Tobin, Gene",sänger:in,
UAKUG/NIM_004,10,,person,"Wagner, Richard",Komponist:in,
UAKUG/NIM_004,10,,Datum,1953-08-01,erscheinungsdatum,
UAKUG/NIM_004,10,,ort,Bayreuth,auffuehrungsort,
UAKUG/NIM_004,10,,institution,Bayreuther Festspiele,rahmenveranstaltung,
UAKUG/NIM_004,10,,werk,Götterdämmerung,premiere,
UAKUG/NIM_004,10,,werk,Tristan und Isolde,premiere,
UAKUG/NIM_004,10,,rolle,Brünnhilde,Aufführung,
UAKUG/NIM_004,10,,rolle,Siegfried,Aufführung,
UAKUG/NIM_004,10,,rolle,Hagen,Aufführung,
UAKUG/NIM_004,10,,rolle,Gunther,Aufführung,
UAKUG/NIM_004,10,,rolle,Gutrune,Aufführung,
UAKUG/NIM_004,10,,rolle,Alberich,Aufführung,
UAKUG/NIM_004,10,,rolle,Waltraute,Aufführung,Malaniuk
UAKUG/NIM_004,10,,rolle,1. Norn,Aufführung,
UAKUG/NIM_004,10,,rolle,2. Norn,Aufführung,Malaniuk
UAKUG/NIM_004,10,,rolle,3. Norn,Aufführung,
UAKUG/NIM_004,10,,rolle,1. Rheintochter,Aufführung,
UAKUG/NIM_004,10,,rolle,2. Rheintochter,Aufführung,
UAKUG/NIM_004,10,,rolle,3. Rheintochter,Aufführung,
UAKUG/NIM_004,10,,rolle,Tristan,Aufführung,
UAKUG/NIM_004,10,,rolle,Isolde,Aufführung,
UAKUG/NIM_004,10,,rolle,Brangäne,Aufführung,Malaniuk
UAKUG/NIM_004,10,,rolle,Kurwenal,Aufführung,
UAKUG/NIM_004,10,,rolle,König Marke,Aufführung,
UAKUG/NIM_004,10,,rolle,Melot,Aufführung,
UAKUG/NIM_004,10,,rolle,Hirte,Aufführung,
UAKUG/NIM_004,10,,rolle,Steuermann,Aufführung,
UAKUG/NIM_004,10,,rolle,Junger Seemann,Aufführung,
UAKUG/NIM_004,10,,rolle,Wotan,erwähnt,
UAKUG/NIM_004,10,,rolle,Lohengrin,erwähnt,
UAKUG/NIM_004,10,,rolle,Gurnemanz,erwähnt,
UAKUG/NIM_004,11,,person,"Adorno, Theodor W.",erwähnt,
UAKUG/NIM_004,11,,person,"Scheenerger, Hansheinz",interpret:in,
UAKUG/NIM_004,11,,person,"Malaniuk, Ira",sänger:in,
UAKUG/NIM_004,11,,person,"Hindemith, Paul",Komponist:in,
UAKUG/NIM_004,11,,person,"Hindemith, Paul",dirigent:in,
UAKUG/NIM_004,11,,person,"Oboussier, Robert",Komponist:in,
UAKUG/NIM_004,11,,person,"Steinecke, Wolfgang",herausgeber:in,
UAKUG/NIM_004,11,,institution,Berliner Philharmoniker,erwähnt,
UAKUG/NIM_004,11,,institution,Düsseldorfer Zeitung ,herausgeber:in,
UAKUG/NIM_004,11,,werk,Gesang an die Hoffnung,erwähnt,
UAKUG/NIM_004,11,,werk,Claudel-Kontate,erwähnt,
UAKUG/NIM_004,11,,werk,Rilke-Zyklus,erwähnt,
UAKUG/NIM_004,11,,werk,Apparebit reppentina Dies,erwähnt,
UAKUG/NIM_004,11,,ort,Köln,erwähnt,
UAKUG/NIM_004,11,,Datum,1954-03-31,erscheinungsdatum,
UAKUG/NIM_004,11,,Datum,1923,erwähnt,
UAKUG/NIM_004,11,,Datum,1939,erwähnt,Malaniuks Auffühung im 1939 wurde erwähnt
UAKUG/NIM_004,11,,Datum,1949,erwähnt,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
UAKUG/NIM_004,,,,,,
UAKUG/NIM_004,12,,person,"Honolka, Kurt Dr. ",verfasser:in,
UAKUG/NIM_004,12,,person,"Mozart, Wolfgang Amadeus",Komponist:in,
UAKUG/NIM_004,12,,person,Leopold III. ,erwähnt,Böhmischer König
UAKUG/NIM_004,12,,person,"Metastasio, Pietro",librettist:in,
UAKUG/NIM_004,12,,person,"Gluck, Christoph Willibald",erwähnt,
UAKUG/NIM_004,12,,person,"Jommelli, Niccolò",erwähnt,
UAKUG/NIM_004,12,,person,"Hasse, Johann Asolph",erwähnt,
UAKUG/NIM_004,12,,person,"Wagner, Richard",erwähnt,
UAKUG/NIM_004,12,,person,"Mazzolà, Caterino",librettist:in,
UAKUG/NIM_004,12,,person,"Curjel, Hans",übersetzer:in,
UAKUG/NIM_004,12,,person,"Paumgartner, Bernhard",arrangeur:in,
UAKUG/NIM_004,12,,person,"Süßmayr, Franz Xaver",erwähnt,
UAKUG/NIM_004,12,,person,"Kurt, Kuhlmann",regisseur:in,
UAKUG/NIM_004,12,,person,"Richter, Gerd",bühnenbildner:in,
UAKUG/NIM_004,12,,person,"Bonaparte, Napoleon",erwähnt,
UAKUG/NIM_004,12,,person,"Malaniuk, Ira",sänger:in,
UAKUG/NIM_004,12,,person,"Traxel, Josef",sänger:in,
UAKUG/NIM_004,12,,person,"Wißmann, Lore",sänger:in,
UAKUG/NIM_004,12,,person,"Pfeifle, Alfred",sänger:in,
UAKUG/NIM_004,12,,person,"Wachmann, Franzi",sänger:in,
UAKUG/NIM_004,12,,person,"Grefe, Gustav",sänger:in,
UAKUG/NIM_004,12,,person,"Kaufmann, Hans-Joachim",chorleiter:in,
UAKUG/NIM_004,12,,person,"Dünnwald, Josef",dirigent:in,
UAKUG/NIM_004,12,,"ort, datum","Stuttgart, 1954-07-06",erscheinungsdatum,
UAKUG/NIM_004,12,,institution,Stuttgarter Nachrichten,herausgeber:in,
UAKUG/NIM_004,12,,werk,La clemenza di Tito,festvorstellung,
UAKUG/NIM_004,12,,institution,Stuttgarter Stattsoper,erwähnt,
UAKUG/NIM_004,12,,werk,Zauberflöte,erwähnt,
UAKUG/NIM_004,12,,werk,Don Giovanni,erwähnt,
UAKUG/NIM_004,12,,werk,Cosi fan tutte,erwähnt,
UAKUG/NIM_004,12,,werk,Figaro,erwähnt,
UAKUG/NIM_004,12,,rolle,Sextus,erwähnt,
UAKUG/NIM_004,12,,rolle,Vitellia,erwähnt,
UAKUG/NIM_004,12,,rolle,Annius,erwähnt,
UAKUG/NIM_004,12,,rolle,Servilia,erwähnt,
UAKUG/NIM_004,12,,rolle,Figaro,erwähnt,
UAKUG/NIM_004,12,,rolle,Cherubin,erwähnt,
UAKUG/NIM_004,12,,rolle,Don Giovanni,erwähnt,
UAKUG/NIM_004,12,,rolle,Papageno,erwähnt,
UAKUG/NIM_004,12,,rolle,Pamina,erwähnt,
UAKUG/NIM_004,12,,rolle,Titus,erwähnt,
UAKUG/NIM_004,13,,person,"Knappertsbusch, Hans",dirigent:in,
UAKUG/NIM_004,13,,person,"Kusche, benno",sänger:in,
UAKUG/NIM_004,13,,person,"Frantz, Ferdinand",sänger:in,
UAKUG/NIM_004,13,,person,"Böhme, Kurt",sänger:in,
UAKUG/NIM_004,13,,person,"Malaniuk, Ira",sänger:in,
UAKUG/NIM_004,13,,person,"Holm, Richard",sänger:in,
UAKUG/NIM_004,13,,Datum,1954-08-14,erscheinungsdatum,
UAKUG/NIM_004,13,,ort,München,auffuehrungsort,
UAKUG/NIM_004,13,,institution,Prinzregententheater,auffuehrungsort,
UAKUG/NIM_004,13,,institution,Münchner Opern-Festspiele,rahmenveranstaltung,
UAKUG/NIM_004,13,,institution,Münchner Merkur,herausgeber:in,
UAKUG/NIM_004,13,,werk,Die Meistersinger von Nürnberg,festvorstellung,
UAKUG/NIM_004,13,,rolle,Sixtus Beckmesser,Aufführung,
UAKUG/NIM_004,13,,rolle,Hans Sachs,Aufführung,
UAKUG/NIM_004,13,,rolle,Veit Pogner,Aufführung,
UAKUG/NIM_004,13,,rolle,David,Aufführung,
UAKUG/NIM_004,13,,rolle,Magdalena,Aufführung,
UAKUG/NIM_004,13,,rolle,Eva,Aufführung,
UAKUG/NIM_004,13,,rolle,Walter von Stolzing,Aufführung,
UAKUG/NIM_004,14,,person,"Munch, Fritz",dirigent:in,
UAKUG/NIM_004,14,,person,"Mahler, Gustav",Komponist:in,
UAKUG/NIM_004,14,,person,"Malaniuk, Ira",sänger:in,
UAKUG/NIM_004,14,,person,"Haefliger, Ernst",sänger:in,
UAKUG/NIM_004,14,,person,"Strauss, Richard",Komponist:in,
UAKUG/NIM_004,14,,person,"Klemperer, Otto",dirigent:in,
UAKUG/NIM_004,14,,person,"Walter, Bruno",dirigent:in,
UAKUG/NIM_004,14,,person,"Mozart, Wolfgang Amadeus",Komponist:in,
UAKUG/NIM_004,14,,Datum,1954-10-28,erscheinungsdatum,
UAKUG/NIM_004,14,,ort,Strasbourg,auffuehrungsort,
UAKUG/NIM_004,14,,institution,Conservatoire,erwähnt,
UAKUG/NIM_004,14,,institution,orchestre municipal (Strasbourg),Aufführung,
UAKUG/NIM_004,14,,werk,Le chant de la Terre,Aufführung,
UAKUG/NIM_004,14,,ereignis,2e concert de l'abonnement,Aufführung,
UAKUG/NIM_004,14,,,,,
UAKUG/NIM_004,14,,,,,
UAKUG/NIM_004,14,,,,,
UAKUG/NIM_004,14,,,,,
UAKUG/NIM_004,14,,,,,
UAKUG/NIM_004,14,,,,,
,,,,,,
UAKUG/NIM_004,15,,person,"Schumann, Robert",erwähnt,
UAKUG/NIM_004,15,,person,"Wagner, Richard",Komponist:in,
UAKUG/NIM_004,15,,person,Tizian,erwähnt,
UAKUG/NIM_004,15,,person,Masaccio,erwähnt,
UAKUG/NIM_004,15,,person,"Mahler, Gustav",erwähnt,
UAKUG/NIM_004,15,,person,"Schalk, Franz",erwähnt,
UAKUG/NIM_004,15,,person,"Walter, Bruno",erwähnt,
UAKUG/NIM_004,15,,person,"Krauß, Clemens",erwähnt,
UAKUG/NIM_004,15,,person,"Richter, Gerd",bühnenbildner:in,
UAKUG/NIM_004,15,,person,"Linné, Carl von",erwähnt,
UAKUG/NIM_004,15,,person,"Gielen, Josef",regisseur:in,
UAKUG/NIM_004,15,,person,"Hanka, Erika",choreograph:in,
UAKUG/NIM_004,15,,person,"Wesendonck, Mathilde",erwähnt,
UAKUG/NIM_004,15,,person,"Golther, Wolfgang",erwähnt,
UAKUG/NIM_004,15,,person,"Malaniuk, Ira",sänger:in,
UAKUG/NIM_004,15,,person,"Traute, Elisabeth",sänger:in,
UAKUG/NIM_004,15,,person,"Wächter, Eberhard",sänger:in,
UAKUG/NIM_004,15,,person,"Lustigs, Rudolf",sänger:in,
UAKUG/NIM_004,15,,person,"Weber, Ludwig",sänger:in,
UAKUG/NIM_004,15,,person,"Dermotas, Anton",sänger:in,
