 ,Folio,datenpunkt_id,typ,name,rolle,anmerkung
UAKUG/NIM_004,15,,person,"Hurshells, Edmund",sänger:in,
UAKUG/NIM_004,15,,person,"Meyer-Welfing, Hugo",sänger:in,
UAKUG/NIM_004,15,,person,"Pantscheff, Ljubomir",sänger:in,
UAKUG/NIM_004,15,,person,"Felberma-Yers, Anny",sänger:in,
UAKUG/NIM_004,15,,person,"Rossmayer, Richard",chorleiter:in,
UAKUG/NIM_004,15,,institution,Wiener Philharmoniker,auftritt,
UAKUG/NIM_004,15,,person,"Wagner, Wolfgang",erwähnt,
UAKUG/NIM_004,15,,person,"Wagner, Wieland",erwähnt,
UAKUG/NIM_004,15,,person,"Roller, Alfred",erwähnt,
UAKUG/NIM_004,15,,person,"Kautsky, Hans",erwähnt,
UAKUG/NIM_004,15,,"ort, datum",1956-11-21,erscheinungsdatum,
UAKUG/NIM_004,15,,institution,Wiener Staatsoper,auffuehrungsort,
UAKUG/NIM_004,15,,werk,Tannhäuser,Aufführung,
UAKUG/NIM_004,15,,institution,Neues Österreich,herausgeber:in,
UAKUG/NIM_004,15,,person,Y. ,verfasser:in,
UAKUG/NIM_004,15,,rolle,Elisabeth,Aufführung,
UAKUG/NIM_004,15,,rolle,Wolfram von Eschenbach,Aufführung,
UAKUG/NIM_004,15,,rolle,Tannhäuser,Aufführung,
UAKUG/NIM_004,15,,rolle,Tristan,Aufführung,
UAKUG/NIM_004,15,,rolle,Landgraf von Thüringen,Aufführung,
UAKUG/NIM_004,15,,rolle,Walther von der Vogelweide,Aufführung,
UAKUG/NIM_004,15,,rolle,Biterolf,Aufführung,
UAKUG/NIM_004,15,,rolle,Hirtenknabe,Aufführung,
UAKUG/NIM_004,15,,rolle,Venus,Aufführung,
,,,,,,
UAKUG/NIM_004,16,,person,"Rysanek, Leonie",sänger:in,
UAKUG/NIM_004,16,,person,"Malaniuk, Ira",sänger:in,
UAKUG/NIM_004,16,,person,"Gostič, Josef",sänger:in,
UAKUG/NIM_004,16,,person,"Guthrie, Frederic",sänger:in,
UAKUG/NIM_004,16,,person,"Kreppel, Walter",sänger:in,
UAKUG/NIM_004,16,,person,"Baylé, Theo",sänger:in,
UAKUG/NIM_004,16,,person,"Klobucar, Boruslav",dirigent:in,
UAKUG/NIM_004,16,,person,Verdi,Komponist:in,
UAKUG/NIM_004,16,,person,Ghislanzoni,librettist:in,
UAKUG/NIM_004,16,,person,Wallerstein,erwähnt,
UAKUG/NIM_004,16,,person,Grillparzer,erwähnt,
UAKUG/NIM_004,16,,person,Y.,verfasser:in,
UAKUG/NIM_004,16,,Datum,1956-05-01,erscheinungsdatum,
UAKUG/NIM_004,16,,Datum,1956-11,erwähnt,Premiere
UAKUG/NIM_004,16,,institution,Neues Österreich,herausgeber:in,
UAKUG/NIM_004,16,,institution,Landestheater Hannover,erwähnt,
UAKUG/NIM_004,16,,werk,Aida,wiederaufnahme,Wiederaufnahme als neue Rolle eingesetzt!
UAKUG/NIM_004,16,,rolle,Amneris,Aufführung,
UAKUG/NIM_004,16,,rolle,Rhadames,Aufführung,
UAKUG/NIM_004,16,,rolle,Pharao,Aufführung,
UAKUG/NIM_004,16,,rolle,Ramphis,Aufführung,
UAKUG/NIM_004,16,,rolle,Amonasro,Aufführung,
UAKUG/NIM_004,16,,rolle,Elsa,erwähnt,
UAKUG/NIM_004,17,,person,"Malaniuk, Ira",sänger:in,
UAKUG/NIM_004,17,,person,"Rysanek, Leonie",sänger:in,
UAKUG/NIM_004,17,,person,"Gostic, Josef",sänger:in,
UAKUG/NIM_004,17,,person,"Baylé, Theo",sänger:in,
UAKUG/NIM_004,17,,person,"Kreppel, Walter",sänger:in,
UAKUG/NIM_004,17,,person,"Guthrie, Frederick",sänger:in,
UAKUG/NIM_004,17,,Datum,1956-05-02,erscheinungsdatum,
UAKUG/NIM_004,17,,institution,Neuer Kurier,herausgeber:in,
UAKUG/NIM_004,17,,institution,Wiener Staatsoper,auffuehrungsort,"im Text: ""Haus am Ring"""
UAKUG/NIM_004,17,,werk,Aida,wiederaufnahme,
UAKUG/NIM_004,17,,rolle,Amneris,Aufführung,
UAKUG/NIM_004,17,,rolle,Aida,Aufführung,
UAKUG/NIM_004,17,,rolle,Radames,Aufführung,
UAKUG/NIM_004,17,,rolle,Amonasro,Aufführung,
UAKUG/NIM_004,17,,rolle,Ramphis,Aufführung,
UAKUG/NIM_004,17,,rolle,König,Aufführung,
UAKUG/NIM_004,17,,rolle,Brangäne,erwähnt,
UAKUG/NIM_004,17,,rolle,Herodias,erwähnt,
UAKUG/NIM_004,18,,person,"Tinel, Paul",verfasser:in,
UAKUG/NIM_004,18,,person,"Wagner, Wieland",regisseur:in,
UAKUG/NIM_004,18,,person,"Wagner, Wolfgang",erwähnt,
UAKUG/NIM_004,18,,person,Königin Elisabeth,erwähnt,"(im Original ""reine Elisabeth"")"
UAKUG/NIM_004,18,,person,"Appia, Adolphe",erwähnt,
UAKUG/NIM_004,18,,person,"Mödl, Martha",sänger:in,
UAKUG/NIM_004,18,,person,"Windgassen, Wolfgang",sänger:in,
UAKUG/NIM_004,18,,person,"Malaniuk, Ira",sänger:in,
UAKUG/NIM_004,18,,person,"Neidlinger, Gustav",sänger:in,
UAKUG/NIM_004,18,,person,"Greindl, Josef",sänger:in,
UAKUG/NIM_004,18,,person,"Blankenheim, Toni",sänger:in,
UAKUG/NIM_004,18,,person,"Kuën, Paul",sänger:in,
UAKUG/NIM_004,18,,person,"Stolze, Gerhard",sänger:in,
UAKUG/NIM_004,18,,person,"Pitz, Wilhelm",chorleiter:in,
UAKUG/NIM_004,18,,person,"Wissner, Otto",ausstatter:in,
UAKUG/NIM_004,18,,person,"Eberhardt, Paul",,Rolle Unsicher: im Original: directeur de l'éclairage - also Leiter:in der Beleuchtung?
UAKUG/NIM_004,18,,person,"Thiel, Fred",Kostümbildner:in,
UAKUG/NIM_004,18,,person,"Crampe, Fernand",Bühnenleiter:in,Rolle Unsicher: im Original: chef du plateau - also Bühnenleiter:in?
UAKUG/NIM_004,18,,person,"Simon, Théo",technische leitung,
UAKUG/NIM_004,18,,person,"Keilberth, Joseph",dirigent:in,
UAKUG/NIM_004,18,,person,"Hirsch, Robert",erwähnt,Name nicht eindeutig auffindbar
UAKUG/NIM_004,18,,person,"Pfeiffer, Mme",erwähnt,Name nicht eindeutig auffindbar
UAKUG/NIM_004,18,,person,"voioumaa, Mme",erwähnt,Name nicht eindeutig auffindbar
UAKUG/NIM_004,18,,person,"Strachwitz, Graf von",erwähnt,Name nicht eindeutig auffindbar
UAKUG/NIM_004,18,,person,"Rogatschewsky, Joseph",erwähnt,Name nicht eindeutig auffindbar
UAKUG/NIM_004,18,,person,"Rogatschewsky, Mme",erwähnt,Name nicht eindeutig auffindbar
UAKUG/NIM_004,18,,person,"Kuborn, M.",erwähnt,Name nicht eindeutig auffindbar
UAKUG/NIM_004,18,,person,"Kuborn - de Gauquier, Mme",erwähnt,Name nicht eindeutig auffindbar
UAKUG/NIM_004,18,,person,"Reding, Jeannine",erwähnt,Name nicht eindeutig auffindbar
UAKUG/NIM_004,18,,ort,Bayreuth,erwähnt,
UAKUG/NIM_004,18,,institution,Théâtre royal de la Monnaie,auffuehrungsort,
UAKUG/NIM_004,18,,institution,Bayreuther Festspiele,erwähnt,
UAKUG/NIM_004,18,,werk,Tristan und Isolde,Aufführung,
UAKUG/NIM_004,18,,rolle,Tristan,Aufführung,
UAKUG/NIM_004,18,,rolle,Marke,Aufführung,
UAKUG/NIM_004,18,,rolle,Isolde,Aufführung,
UAKUG/NIM_004,18,,rolle,Brangäne,Aufführung,
UAKUG/NIM_004,18,,rolle,Kurwenal,Aufführung,
UAKUG/NIM_004,18,,rolle,Melot ,Aufführung,
UAKUG/NIM_004,18,,rolle,Ein Steuermann,Aufführung,
UAKUG/NIM_004,18,,rolle,pâtre,Aufführung,
UAKUG/NIM_004,19,,person,"Suthaus, Ludwig",sänger:in,
UAKUG/NIM_004,19,,person,"Rialland, Louis",sänger:in,
UAKUG/NIM_004,19,,person,"Massard, Robert",sänger:in,
UAKUG/NIM_004,19,,person,"Rouquetty, Camille",sänger:in,
UAKUG/NIM_004,19,,person,"Malaniuk, Ira",sänger:in,
UAKUG/NIM_004,19,,person,"Schöffler, Paul",sänger:in,
UAKUG/NIM_004,19,,person,"Weber, Ludwig",sänger:in,
UAKUG/NIM_004,19,,person,"Varnay, Astrid",sänger:in,
UAKUG/NIM_004,19,,person,"Knappertsbusch, Hans",dirigent:in,
UAKUG/NIM_004,19,,person,René Dumesnil,verfasser:in,
UAKUG/NIM_004,19,,"ort, datum","Paris, 1956",Aufführung,
UAKUG/NIM_004,19,,"ort, datum","Paris, 1955",Aufführung,
UAKUG/NIM_004,19,,Datum,1956-05-13/1956-05-14,erscheinungsdatum,
UAKUG/NIM_004,19,,institution,Académie nationale de musique,erwähnt,
UAKUG/NIM_004,19,,institution,Le Monde,herausgeber:in,
UAKUG/NIM_004,19,,werk,Tristan und Isolde,Aufführung,
UAKUG/NIM_004,19,,werk,Der Ring des Niebelungen,erwähnt,Auch in Werkindex einfügen oder reichen  dort die einzelnen Werke?
UAKUG/NIM_004,19,,rolle,Tristan,Aufführung,
UAKUG/NIM_004,19,,rolle,Marke,Aufführung,
UAKUG/NIM_004,19,,rolle,Isolde,Aufführung,
UAKUG/NIM_004,19,,rolle,Loge,erwähnt,
UAKUG/NIM_004,19,,rolle,Sigmund,erwähnt,
UAKUG/NIM_004,19,,rolle,Fricka,erwähnt,
UAKUG/NIM_004,19,,rolle,Brangäne,Aufführung,
UAKUG/NIM_004,19,,rolle,Kurwenal,Aufführung,
UAKUG/NIM_004,19,,rolle,Melot ,Aufführung,
UAKUG/NIM_004,19,,rolle,Ein Steuermann,Aufführung,im Original: Le Matelot
UAKUG/NIM_004,19,,rolle,Ein Hirte,Aufführung,
UAKUG/NIM_004,22,,person,"Malaniuk, Ira",verfasser:in,
UAKUG/NIM_004,22,,person,"Cox, Warren",adressat:in,
UAKUG/NIM_004,22,,"ort, datum","Wien, 1957-09-07",entstehung,
UAKUG/NIM_004,22,,Datum,1957-08-27,erwähnt,
UAKUG/NIM_004,,,,,,
UAKUG/NIM_004,,,,,,
UAKUG/NIM_004,,,,,,
UAKUG/NIM_004,,,,,,
UAKUG/NIM_004,23,,person,"Malaniuk, Ira",adressat:in,
UAKUG/NIM_004,23,,person,"Warren, Cox",empfänger:in,
UAKUG/NIM_004,23,,"ort, datum","Wien, 1957-11-26",entstehung,
UAKUG/NIM_004,23,,ort,New York,zielort,
UAKUG/NIM_004,23,,institution,National Artists Corporation,empfänger:in,
UAKUG/NIM_004,24,,person,"Malaniuk, Ira",verfasser:in,
UAKUG/NIM_004,24,,person,"Malaniuk, Josef (Osyp)",erwähnt,
UAKUG/NIM_004,24,,person,"Didur, Adam",erwähnt,
UAKUG/NIM_004,24,,person,"Bahr-Mildenburg, Anna",erwähnt,
UAKUG/NIM_004,24,,person,"Baasch, Dr. med. Ernst",erwähnt,
UAKUG/NIM_004,24,,person,"Mozart, Wolfgang Amadeus",erwähnt,
UAKUG/NIM_004,24,,person,"Gluck, Christoph Willibald",erwähnt,
UAKUG/NIM_004,24,,ort,Lemberg,erwähnt,
UAKUG/NIM_004,24,,ort,Wien,erwähnt,
UAKUG/NIM_004,24,,ort,Graz,erwähnt,
UAKUG/NIM_004,24,,ort,Zürich,erwähnt,
UAKUG/NIM_004,24,,ort,München,erwähnt,
UAKUG/NIM_004,24,,ort,Bayreuth,erwähnt,
UAKUG/NIM_004,24,,ort,Salzburg,erwähnt,
UAKUG/NIM_004,24,,ort,London,erwähnt,
UAKUG/NIM_004,24,,ort,Paris,erwähnt,
UAKUG/NIM_004,24,,ort,Mailand,erwähnt,
UAKUG/NIM_004,24,,ort,Rom,erwähnt,
UAKUG/NIM_004,24,,ort,Neapel,erwähnt,
UAKUG/NIM_004,24,,ort,Venedig,erwähnt,
UAKUG/NIM_004,24,,ort,Berlin,erwähnt,
UAKUG/NIM_004,24,,ort,Hamburg,erwähnt,
UAKUG/NIM_004,24,,ort,Frankfurt,erwähnt,
UAKUG/NIM_004,24,,ort,Stuttgart,erwähnt,
UAKUG/NIM_004,24,,ort,Monte Carlo,erwähnt,
UAKUG/NIM_004,24,,ort,Lissabon,erwähnt,
UAKUG/NIM_004,24,,ort,Buenos Aires,erwähnt,
UAKUG/NIM_004,24,,ort,Stanislau,erwähnt,
UAKUG/NIM_004,24,,"ort, datum","Zürich, 1947-1952",Spielzeit,Stadttheater Zürich
UAKUG/NIM_004,24,,"ort, datum","München, 1952-1957",Spielzeit,Staatsoper München
UAKUG/NIM_004,24,,"ort, datum","Wien, ab 1956",Spielzeit,Staatsoper Wien
UAKUG/NIM_004,24,,"ort, datum","Bayreuth, 1951-1953",gastspiel,
UAKUG/NIM_004,24,,"ort, datum","Salzburg, 1956",gastspiel,Festspiel
UAKUG/NIM_004,24,,institution,Philipps,erwähnt,Plattenvertrag
UAKUG/NIM_004,24,,institution,Decca,erwähnt,Plattenvertrag
UAKUG/NIM_004,24,,rolle,Orpheus,erwähnt,
UAKUG/NIM_004,24,,rolle,Brangäne,erwähnt,
UAKUG/NIM_004,24,,rolle,Amneris,erwähnt,
UAKUG/NIM_004,24,,rolle,Carmen,erwähnt,
UAKUG/NIM_004,24,,rolle,Sextus,erwähnt,
UAKUG/NIM_004,24,,institution,Musikakademie in Lemberg,erwähnt,
UAKUG/NIM_004,24,,institution,Volksoper Wien,erwähnt,
UAKUG/NIM_004,24,,institution,Stadttheater Zürich,erwähnt,
UAKUG/NIM_004,24,,institution,Staatsoper München,erwähnt,
UAKUG/NIM_004,24,,institution,Staatsoper Wien,erwähnt,
UAKUG/NIM_004,24,,institution,Salzburger Festspiele,erwähnt,
UAKUG/NIM_004,24,,werk,Orpheus und Eurydike,erwähnt,
UAKUG/NIM_004,24,,werk,Tristan und Isolde,erwähnt,
UAKUG/NIM_004,24,,werk,Aida,erwähnt,
UAKUG/NIM_004,24,,werk,Carmen,erwähnt,
UAKUG/NIM_004,24,,werk,La clemenza di Tito,erwähnt,
UAKUG/NIM_004,25,,person,"Malaniuk, Ira",auftritt,
UAKUG/NIM_004,25,,person,"Beaton, Cecil Walter Hardy",ausstatter:in,
UAKUG/NIM_004,25,,person,"Mitropoulos, Dimitri",dirigent:in,
UAKUG/NIM_004,25,,person,"Menotti, Gian Carlo",librettist:in,
UAKUG/NIM_004,25,,person,"Barber, Samuel",Komponist:in,
UAKUG/NIM_004,25,,Datum,1958-04-09,erscheinungsdatum,
UAKUG/NIM_004,25,,Datum,1958-08-16,auftritt,
UAKUG/NIM_004,25,,ort,Salzburg,auffuehrungsort,
UAKUG/NIM_004,25,,institution,Metropolitan Opera,erwähnt,
UAKUG/NIM_004,25,,werk,Vanessa,Aufführung,
UAKUG/NIM_004,26,,werk,Mozarts Requium ,auftritt,
UAKUG/NIM_004,26,,werk,E-Dur Messe,auftritt,
UAKUG/NIM_004,26,,person,"Mozart, Wolfgang Amadeus ",Komponist:in,
UAKUG/NIM_004,26,,person,"Schubert, Franz",Komponist:in,
UAKUG/NIM_004,26,,werk,Ave Maria,auftritt,
UAKUG/NIM_004,26,,person,"Kupferberg, Herbert",verfasser:in,
UAKUG/NIM_004,26,,person,"Böhm,Karl ",dirigent:in,
UAKUG/NIM_004,26,,institution,Wiener Symphoniker ,Aufführung,
UAKUG/NIM_004,26,,institution,Wiener Staatopernchor,Aufführung,
UAKUG/NIM_004,26,,person,"Malaniuk, Ira",sänger:in,
UAKUG/NIM_004,26,,person,"Kmett, Waldemar",sänger:in,
UAKUG/NIM_004,26,,person,"Böhme, Kurt",sänger:in,
UAKUG/NIM_004,26,,person,"Stich-Randall, Teresa",sänger:in,
UAKUG/NIM_004,26,,person,"Moralt, Rudolf",dirigent:in,
UAKUG/NIM_004,26,,institution,R. C. A. -VIctor,erwähnt,
UAKUG/NIM_004,26,,institution,Epic Records,erwähnt,
UAKUG/NIM_004,27,,person,,vermittler:in,Fotos und Zeitungsausschnitte zu Malaniuk werden an sie zurückgesendet.
UAKUG/NIM_004,27,,person,"Malaniuk, Ira",adressat:in,
UAKUG/NIM_004,27,,person,"Snider, Margaret",unterzeichner:in,
UAKUG/NIM_004,27,,person,"Semon, Mrs.",erwähnt,
UAKUG/NIM_004,27,,"ort, datum","New York, 1959-10-27",entstehung,
UAKUG/NIM_004,27,,ort,"Zürich, Zurichbergstrasse 104",zielort,
UAKUG/NIM_004,27,,institution,National Artists Corporation ,vermittler:in,
UAKUG/NIM_004,28,,person,"Malaniuk, Ira",auftritt,
UAKUG/NIM_004,28,,ort,Wien,Aufführung,
UAKUG/NIM_004,28,,ort,München,Aufführung,
UAKUG/NIM_004,28,,ort,Paris,Aufführung,
UAKUG/NIM_004,28,,institution,Vienna Opera compagny,Aufführung,
UAKUG/NIM_004,28,,institution,Munich Opera compagny,Aufführung,
UAKUG/NIM_004,28,,institution,Paris Opera compagny,Aufführung,
UAKUG/NIM_004,28,,institution,Convent Garden Opera compagny,Aufführung,
UAKUG/NIM_004,28,,ereignis,Salzburg Festival,Aufführung,
UAKUG/NIM_004,28,,ereignis,Bartok Festival,Aufführung,
UAKUG/NIM_004,28,,institution,Opera News,erwähnt,
UAKUG/NIM_004,28,,rolle,Vanessa,Aufführung,
UAKUG/NIM_004,28,,rolle,Arabella,Aufführung,
UAKUG/NIM_004,28,,werk,Bluebarts Castle,Aufführung,
,,,ort,Basel,Aufführung,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
UAKUG/NIM_004,29,,person,Levinger. Dr. Henry W.,verfasser:in,
UAKUG/NIM_004,29,,person,"Malaniuk, Ira",protagonist,
UAKUG/NIM_004,29,,person,"Malaniuk, Josef (Osyp)",erwähnt,
UAKUG/NIM_004,29,,person,"Didur, Adam",erwähnt,
UAKUG/NIM_004,29,,person,"Bahr-Mildenburg, Anna",erwähnt,
UAKUG/NIM_004,29,,person,"Baasch, Dr. med. Ernst",erwähnt,
UAKUG/NIM_004,29,,person,"Mozart, Wolfgang Amadeus",erwähnt,
UAKUG/NIM_004,29,,person,"Gluck, Christoph Willibald",erwähnt,
UAKUG/NIM_004,29,,ort,Lemberg,erwähnt,
UAKUG/NIM_004,29,,ort,Wien,erwähnt,
UAKUG/NIM_004,29,,ort,Graz,erwähnt,
UAKUG/NIM_004,29,,ort,Zürich,erwähnt,
UAKUG/NIM_004,29,,ort,München,erwähnt,
UAKUG/NIM_004,29,,ort,Bayreuth,erwähnt,
UAKUG/NIM_004,29,,ort,Salzburg,erwähnt,
UAKUG/NIM_004,29,,ort,London,erwähnt,
UAKUG/NIM_004,29,,ort,Paris,erwähnt,
UAKUG/NIM_004,29,,ort,Mailand,erwähnt,
UAKUG/NIM_004,29,,ort,Rom,erwähnt,
UAKUG/NIM_004,29,,ort,Neapel,erwähnt,
UAKUG/NIM_004,29,,ort,Venedig,erwähnt,
UAKUG/NIM_004,29,,ort,Berlin,erwähnt,
UAKUG/NIM_004,29,,ort,Hamburg,erwähnt,
UAKUG/NIM_004,29,,ort,Frankfurt,erwähnt,
UAKUG/NIM_004,29,,ort,Stuttgart,erwähnt,
UAKUG/NIM_004,29,,ort,Monte Carlo,erwähnt,
UAKUG/NIM_004,29,,ort,Lissabon,erwähnt,
UAKUG/NIM_004,29,,ort,Buenos Aires,erwähnt,
UAKUG/NIM_004,29,,ort,Stanislau,erwähnt,
UAKUG/NIM_004,29,,"ort, datum","Zürich, 1947-1952",Spielzeit,Stadttheater Zürich
UAKUG/NIM_004,29,,"ort, datum","München, 1952-1957",Spielzeit,Staatsoper München
UAKUG/NIM_004,29,,"ort, datum","Wien, ab 1956",Spielzeit,Staatsoper Wien
UAKUG/NIM_004,29,,"ort, datum","Bayreuth, 1951-1953",gastspiel,
UAKUG/NIM_004,29,,"ort, datum","Salzburg, 1956",gastspiel,Festspiel
UAKUG/NIM_004,29,,institution,Philipps,erwähnt,Plattenvertrag
UAKUG/NIM_004,29,,institution,Decca,erwähnt,Plattenvertrag
UAKUG/NIM_004,29,,rolle,Orpheus,erwähnt,
UAKUG/NIM_004,29,,rolle,Brangäne,erwähnt,
UAKUG/NIM_004,29,,rolle,Amneris,erwähnt,
UAKUG/NIM_004,29,,rolle,Carmen,erwähnt,
UAKUG/NIM_004,29,,rolle,Sextus,erwähnt,
UAKUG/NIM_004,29,,rolle,Sextus,erwähnt,
UAKUG/NIM_004,29,,institution,Musikakademie in Lemberg,erwähnt,
UAKUG/NIM_004,29,,institution,Wiener Volksoper,erwähnt,
UAKUG/NIM_004,29,,institution,Stadttheater Graz,erwähnt,
UAKUG/NIM_004,29,,institution,Stadttheater Zürich,erwähnt,
UAKUG/NIM_004,29,,institution,Staatsoper München,erwähnt,
UAKUG/NIM_004,29,,institution,Staatsoper Wien,erwähnt,
UAKUG/NIM_004,29,,institution,Salzburger Festspiele,erwähnt,
UAKUG/NIM_004,29,,werk,Orpheus und Eurydike,erwähnt,
UAKUG/NIM_004,29,,werk,Tristan und Isolde,erwähnt,
UAKUG/NIM_004,29,,werk,Aida,erwähnt,
UAKUG/NIM_004,29,,werk,Carmen,erwähnt,
UAKUG/NIM_004,29,,werk,La clemenza di Tito,erwähnt,
UAKUG/NIM_004,30,,person,"Malaniuk, Ira",erwähnt,
UAKUG/NIM_004,30,,ort,"Zürich, Zürichbergstrasse 104",erwähnt,
UAKUG/NIM_004,30,,person,"Verdi, Giuseppe",Komponist:in,
UAKUG/NIM_004,30,,person,"Puccini, Giacomo",Komponist:in,
UAKUG/NIM_004,30,,person,"Bizet, Georges",Komponist:in,
UAKUG/NIM_004,30,,person,"Mozart, Wolfgang Amadeus",Komponist:in,
UAKUG/NIM_004,30,,person,"Wagner, Richard",Komponist:in,
UAKUG/NIM_004,30,,person,"Kienzl, Wilhelm",Komponist:in,
UAKUG/NIM_004,30,,person,"Musorgskij, Modest Petrovič",Komponist:in,
UAKUG/NIM_004,30,,person,"Čajkovskij, Pëtr Ilʹič",Komponist:in,
UAKUG/NIM_004,30,,person,"Strauss, Richard",Komponist:in,
UAKUG/NIM_004,30,,person,"Bartók, Béla",Komponist:in,
UAKUG/NIM_004,30,,person,"Kodály, Zoltán",Komponist:in,
UAKUG/NIM_004,30,,person,"Janáček, Leoš",Komponist:in,
UAKUG/NIM_004,30,,person,"Honegger, Arthur",Komponist:in,
UAKUG/NIM_004,30,,person,"Stravinsky, Igor",Komponist:in,
UAKUG/NIM_004,30,,werk,Aida,erwähnt,
UAKUG/NIM_004,30,,werk,Troubadour,erwähnt,
UAKUG/NIM_004,30,,werk,Ein Maskenball,erwähnt,
UAKUG/NIM_004,30,,werk,Fallstaff,erwähnt,mit Tippfehler aus der Quelle übernommen
UAKUG/NIM_004,30,,werk,Rigoletto,erwähnt,
UAKUG/NIM_004,30,,werk,Macbeth,erwähnt,
UAKUG/NIM_004,30,,werk,Madame Butterfly,erwähnt,
UAKUG/NIM_004,30,,werk,Carmen,erwähnt,
UAKUG/NIM_004,30,,werk,Figaro,erwähnt,
UAKUG/NIM_004,30,,werk,Cosi fan Tutte,erwähnt,
UAKUG/NIM_004,30,,werk,Zauberflöte,erwähnt,
UAKUG/NIM_004,30,,werk,Titus,erwähnt,
UAKUG/NIM_004,30,,werk,Lohengrin,erwähnt,
UAKUG/NIM_004,30,,werk,Tristan und Isolde,erwähnt,
UAKUG/NIM_004,30,,werk,Tannhäuser,erwähnt,
UAKUG/NIM_004,30,,werk,Meistersinger,erwähnt,
UAKUG/NIM_004,30,,werk,Walküre,erwähnt,
UAKUG/NIM_004,30,,werk,Götterdämmerung,erwähnt,
UAKUG/NIM_004,30,,werk,Der Evangelimann,erwähnt,
UAKUG/NIM_004,30,,werk,Boris Godunow,erwähnt,
UAKUG/NIM_004,30,,werk,Howantschina,erwähnt,
UAKUG/NIM_004,30,,werk,Eugen Onegin,erwähnt,
UAKUG/NIM_004,30,,werk,Pique Dame,erwähnt,
UAKUG/NIM_004,30,,werk,Der Rosenkawalier,erwähnt,Tippfehler übernommen
UAKUG/NIM_004,30,,werk,Daphne,erwähnt,
UAKUG/NIM_004,30,,werk,Herzog Blaubarts Burg,erwähnt,
UAKUG/NIM_004,30,,werk,Die Spinnstube,erwähnt,
UAKUG/NIM_004,30,,werk,Katja Kabanova,erwähnt,
UAKUG/NIM_004,30,,werk,Judith,erwähnt,
UAKUG/NIM_004,30,,werk,Les Noces,erwähnt,
UAKUG/NIM_004,30,,rolle,Amneris,repertoire,
UAKUG/NIM_004,30,,rolle,Azucena,repertoire,
UAKUG/NIM_004,30,,rolle,Ulrika,repertoire,
UAKUG/NIM_004,30,,rolle,Quickly,repertoire,
UAKUG/NIM_004,30,,rolle,Meg,repertoire,
UAKUG/NIM_004,30,,rolle,Maddalena,repertoire,
UAKUG/NIM_004,30,,rolle,Lady Macbeth,repertoire,
UAKUG/NIM_004,30,,rolle,Suzuki,repertoire,
UAKUG/NIM_004,30,,rolle,Carmen,repertoire,
UAKUG/NIM_004,30,,rolle,Cherubin,repertoire,
UAKUG/NIM_004,30,,rolle,Dorabella,repertoire,
UAKUG/NIM_004,30,,rolle,3. Dame,repertoire,
UAKUG/NIM_004,30,,rolle,Sextus,repertoire,
UAKUG/NIM_004,30,,rolle,Ortrud,repertoire,
UAKUG/NIM_004,30,,rolle,Brangäne,repertoire,
UAKUG/NIM_004,30,,rolle,Venus,repertoire,
UAKUG/NIM_004,30,,rolle,Magdalena,repertoire,
UAKUG/NIM_004,30,,rolle,Fricka,repertoire,
UAKUG/NIM_004,30,,rolle,Waltraude,repertoire,Tippfehler übernommen
UAKUG/NIM_004,30,,rolle,Magdalena,repertoire,
UAKUG/NIM_004,30,,rolle,Marina,repertoire,
UAKUG/NIM_004,30,,rolle,Marfa,repertoire,
UAKUG/NIM_004,30,,rolle,Olga,repertoire,
UAKUG/NIM_004,30,,rolle,Filipiewna,repertoire,
UAKUG/NIM_004,30,,rolle,Oktavian,repertoire,Tippfehler übernommen
UAKUG/NIM_004,30,,rolle,Gaea,repertoire,
UAKUG/NIM_004,30,,rolle,Judith,repertoire,bei Kodaly
UAKUG/NIM_004,30,,rolle,Hausfrau,repertoire,
UAKUG/NIM_004,30,,rolle,Kabanicha,repertoire,
UAKUG/NIM_004,30,,rolle,Judith,repertoire,bei Honegger
UAKUG/NIM_004,31,,person,"Savelli, Laurent",verfasser:in,
UAKUG/NIM_004,31,,person,"Strauss, Richard",Komponist:in,
UAKUG/NIM_004,31,,person,"Besnard, Maurice",erwähnt,
UAKUG/NIM_004,31,,person,"Samazeuilh, Gustave",übersetzer:in,
UAKUG/NIM_004,31,,person,"Prêtre, Georges",dirigent:in,
UAKUG/NIM_004,31,,person,"Moralt, Rudolf",dirigent:in,
UAKUG/NIM_004,31,,person,"Reinhard, Georges",ausstatter:in,
UAKUG/NIM_004,31,,person,"Cortis, Marcello",bühnenbildner:in,
UAKUG/NIM_004,31,,person,"Zadek, Hilde",sänger:in,
UAKUG/NIM_004,31,,person,"Loose, Emmy",sänger:in,
UAKUG/NIM_004,31,,person,"Weber, Ludwig",sänger:in,
UAKUG/NIM_004,31,,person,"Rössl-Majdan, Hilde",sänger:in,
UAKUG/NIM_004,31,,person,"Kuën, Paul",sänger:in,
UAKUG/NIM_004,31,,person,"Pandano, Vittorio",sänger:in,
UAKUG/NIM_004,31,,person,"Kunz, Erich",sänger:in,
UAKUG/NIM_004,31,,person,"Autran, Victor",sänger:in,
UAKUG/NIM_004,31,,person,Willy Heyer,sänger:in,
UAKUG/NIM_004,31,,person,"Majkut, Erich",sänger:in,
UAKUG/NIM_004,31,,person,"Carey, Michel",sänger:in,
