 ,Folio,datenpunkt_id,typ,name,rolle,anmerkung
UAKUG/NIM_073,30_1,,person,"Steber, Eleanor",sänger:in,
UAKUG/NIM_073,30_1,,person,"Varnay, Astrid",sänger:in,
UAKUG/NIM_073,30_1,,person,"Greindl, Josef",sänger:in,
UAKUG/NIM_073,30_1,,person,"Uhde, Hermann,",sänger:in,
UAKUG/NIM_073,30_1,,person,"Braun, Hans",sänger:in,
UAKUG/NIM_073,30_1,,rolle,Lohengrin,auftritt,
UAKUG/NIM_073,30_1,,rolle,Elsa,auftritt,
UAKUG/NIM_073,30_1,,rolle,Ortrud,auftritt,
UAKUG/NIM_073,30_1,,rolle,König Heinrich,auftritt,
UAKUG/NIM_073,30_1,,rolle,Telramund,auftritt,
UAKUG/NIM_073,30_1,,rolle,Heerrufer,auftritt,
UAKUG/NIM_073,30_1,,werk,Lohegerin,Aufführung,
UAKUG/NIM_073,30_1,,werk,Tristan und Isolde,Aufführung,
UAKUG/NIM_073,30_1,,person,"Keilberth, Joseph",dirigent:in,
UAKUG/NIM_073,30_1,,person,"Wagner, Wieland",regisseur:in,
UAKUG/NIM_073,30_1,,rolle,Isolde,auftritt,
UAKUG/NIM_073,30_1,,rolle,Isolde,auftritt,
UAKUG/NIM_073,30_1,,rolle,Tristan ,auftritt,
UAKUG/NIM_073,30_1,,rolle,Marke,auftritt,
UAKUG/NIM_073,30_1,,rolle,Brangäne,auftritt,
UAKUG/NIM_073,30_1,,rolle,Kurwenal,auftritt,
UAKUG/NIM_073,30_1,,person,"Mödl, Martha",sänger:in,
UAKUG/NIM_073,30_1,,person,"Varnay, Astrid",sänger:in,
UAKUG/NIM_073,30_1,,person,"Vinay, Ramon",sänger:in,
UAKUG/NIM_073,30_1,,person,"Weber, Ludwig",sänger:in,
UAKUG/NIM_073,30_1,,person,"Malaniuk, Ira",sänger:in,
UAKUG/NIM_073,30_1,,person,"Neidlinger,Gustav",sänger:in,
UAKUG/NIM_073,30_1,,ort,Stuttgart,erwähnt,
UAKUG/NIM_073,30_1,,ort,New York,erwähnt,
UAKUG/NIM_073,30_1,,ort,New York,erwähnt,
UAKUG/NIM_073,30_1,,ort,Berlin,erwähnt,
UAKUG/NIM_073,30_1,,ort,München,erwähnt,
UAKUG/NIM_073,30_1,,ort,Wien,erwähnt,
UAKUG/NIM_073,30_1,,ort,Hamburg,erwähnt,
UAKUG/NIM_073,30_1,,ort,New York,erwähnt,
UAKUG/NIM_073,30_1,,ort,New York,erwähnt,
UAKUG/NIM_073,30_1,,ort,München,erwähnt,
UAKUG/NIM_073,30_1,,ort,München,erwähnt,
UAKUG/NIM_073,30_1,,ort,Stuttgart,erwähnt,
UAKUG/NIM_073,30_1,,werk,Parsifal,Aufführung,
UAKUG/NIM_073,30_1,,person,"Knappertsbusch, Hans",dirigent:in,
UAKUG/NIM_073,30_1,,person,"Wagner, Wieland",regisseur:in,
UAKUG/NIM_073,30_1,,rolle,Amfortas,auftritt,
UAKUG/NIM_073,30_1,,rolle,Titurel,auftritt,
UAKUG/NIM_073,30_1,,rolle,Gurnemanz,auftritt,
UAKUG/NIM_073,30_1,,rolle,Parsifal,auftritt,
UAKUG/NIM_073,30_1,,rolle,Parsifal,auftritt,
UAKUG/NIM_073,30_1,,rolle,Klingsor,auftritt,
UAKUG/NIM_073,30_1,,rolle,Kundry,auftritt,
UAKUG/NIM_073,30_1,,person,"London, George",sänger:in,
UAKUG/NIM_073,30_1,,person,"Greindl, Josef",sänger:in,
UAKUG/NIM_073,30_1,,person,"Weber, Ludwig",sänger:in,
UAKUG/NIM_073,30_1,,person,"Vinay, Ramon",sänger:in,
UAKUG/NIM_073,30_1,,person,"Windgassen, Wolfgang",sänger:in,
UAKUG/NIM_073,30_1,,person,"Uhde, Hermann",sänger:in,
UAKUG/NIM_073,30_1,,person,"Mödl, Martha",sänger:in,
UAKUG/NIM_073,30_1,,ort,Wien,erwähnt,
UAKUG/NIM_073,30_1,,ort,Berlin,erwähnt,
UAKUG/NIM_073,30_1,,ort,München,erwähnt,
UAKUG/NIM_073,30_1,,ort,New York,erwähnt,
UAKUG/NIM_073,30_1,,ort,Stuttgart,erwähnt,
UAKUG/NIM_073,30_1,,ort,München,erwähnt,
UAKUG/NIM_073,30_1,,ort,Hamburg,erwähnt,
UAKUG/NIM_073,30_1,,werk,Der Ring des Nibelungen,Aufführung,
UAKUG/NIM_073,30_1,,person,"Knappertsbusch, Hans",dirigent:in,
UAKUG/NIM_073,30_1,,person,"Wagner, Wieland",regisseur:in,
UAKUG/NIM_073,30_1,,person,"Hotter, Hans",sänger:in,
UAKUG/NIM_073,30_1,,person,"Faulhaber, Werner",sänger:in,
UAKUG/NIM_073,30_1,,person,"Stolze, Gerhard",sänger:in,
UAKUG/NIM_073,30_1,,person,"Falcon, Bruni",sänger:in,
UAKUG/NIM_073,30_1,,person,"Witte, Erich",sänger:in,
UAKUG/NIM_073,30_1,,person,"Malaniuk, Ira",sänger:in,
UAKUG/NIM_073,30_1,,person,"Neidlinger, Gustav",sänger:in,
UAKUG/NIM_073,30_1,,person,"Kuën, Paul",sänger:in,
UAKUG/NIM_073,30_1,,person,"Ilosvay, Maria ",sänger:in,
UAKUG/NIM_073,30_1,,person,"Vinay, Ramon",sänger:in,
UAKUG/NIM_073,30_1,,person,"Greindl, Josef",sänger:in,
UAKUG/NIM_073,30_1,,person,"Resnik, Regina",sänger:in,
UAKUG/NIM_073,30_1,,person,"Windgassen, Wolfgang",sänger:in,
UAKUG/NIM_073,30_1,,person,"Mödl, Martha",sänger:in,
UAKUG/NIM_073,30_1,,person,"Varnay, Astrid",sänger:in,
UAKUG/NIM_073,30_1,,person,"Streich, Rita",sänger:in,
UAKUG/NIM_073,30_1,,person,"Uhde, Hermann",sänger:in,
UAKUG/NIM_073,30_1,,person,"Greindl, Josef",sänger:in,
UAKUG/NIM_073,30_1,,person,"Malaniuk, Ira",sänger:in,
UAKUG/NIM_073,30_1,,rolle,Wotan,auftritt,
UAKUG/NIM_073,30_1,,rolle,Donner,auftritt,
UAKUG/NIM_073,30_1,,rolle,Froh,auftritt,
UAKUG/NIM_073,30_1,,rolle,Freia,auftritt,
UAKUG/NIM_073,30_1,,rolle,Loge,auftritt,
UAKUG/NIM_073,30_1,,rolle,Fricka,auftritt,
UAKUG/NIM_073,30_1,,rolle,Alberich,auftritt,
UAKUG/NIM_073,30_1,,rolle,Mime,auftritt,
UAKUG/NIM_073,30_1,,rolle,Erda,auftritt,
UAKUG/NIM_073,30_1,,rolle,Siegmund,auftritt,
UAKUG/NIM_073,30_1,,rolle,Hunding,auftritt,
UAKUG/NIM_073,30_1,,rolle,Sieglinde,auftritt,
UAKUG/NIM_073,30_1,,rolle,Siegfried,auftritt,
UAKUG/NIM_073,30_1,,rolle,"Brünnhilde, I. Zyklus",auftritt,
UAKUG/NIM_073,30_1,,rolle,"Brünnhilde, II. Zyklus",auftritt,
UAKUG/NIM_073,30_1,,rolle,Waldvogel:,auftritt,
UAKUG/NIM_073,30_1,,rolle,Gunther,auftritt,
UAKUG/NIM_073,30_1,,rolle,Hagen,auftritt,
UAKUG/NIM_073,30_1,,rolle,Waltraute,auftritt,
UAKUG/NIM_073,30_1,,ensemble,Der Festspielchor ,auftritt,
UAKUG/NIM_073,30_1,,person,"Pitz, Wilhelm",chorleiter:in,
UAKUG/NIM_073,30_1,,ensemble,Das Festspielorchester,auftritt,
UAKUG/NIM_073,30_1,,person,"Wagner, Wieland",agent:in,
UAKUG/NIM_073,30_1,,person,"Wagner, Wolfgang",agent:in,
UAKUG/NIM_073,30_1,,Datum,1953-07-23/1953-08-23,rahmenveranstaltung,
UAKUG/NIM_073,30_1,,"datum, werk","1953-07-23, Lohengrin",Aufführung,
UAKUG/NIM_073,30_1,,"datum, werk","1953-07-24, Parsifal",Aufführung,
UAKUG/NIM_073,30_1,,"datum, werk","1953-07-25, Das Rheingold",Aufführung,
UAKUG/NIM_073,30_1,,"datum, werk","1953-07-26, Die Walküre",Aufführung,
UAKUG/NIM_073,30_1,,"datum, werk","1953-07-27, Siegfried",Aufführung,
UAKUG/NIM_073,30_1,,"datum, werk","1953-07-29, Götterdämmerung",Aufführung,
UAKUG/NIM_073,30_1,,"datum, werk","1953-07-30, Tristan und Isolde",Aufführung,
UAKUG/NIM_073,30_1,,"datum, werk","1953-08-01, Lohengrin",Aufführung,
UAKUG/NIM_073,30_1,,"datum, werk","1953-08-02, Parsifal",Aufführung,
UAKUG/NIM_073,30_1,,"datum, werk","1953-08-04, Lohengrin",Aufführung,
UAKUG/NIM_073,30_1,,"datum, werk","1953-08-05, Tristan und Isolde",Aufführung,
UAKUG/NIM_073,30_1,,"datum, werk","1953-08-07, Lohengrin",Aufführung,
UAKUG/NIM_073,30_1,,"datum, werk","1953-08-08, Das Rheingold",Aufführung,
UAKUG/NIM_073,30_1,,"datum, werk","1953-08-09, Die Walküre",Aufführung,
UAKUG/NIM_073,30_1,,"datum, werk","1953-08-10, Siegfried",Aufführung,
UAKUG/NIM_073,30_1,,"datum, werk","1953-08-12, Götterdämmerung",Aufführung,
UAKUG/NIM_073,30_1,,"datum, werk","1953-08-13, Tristan und Isolde",Aufführung,
UAKUG/NIM_073,30_1,,"datum, werk","1953-08-15, Parsifal",Aufführung,
UAKUG/NIM_073,30_1,,"datum, werk","1953-08-16, Lohengrin",Aufführung,
UAKUG/NIM_073,30_1,,"datum, werk","1953-08-18, Tristan und Isolde",Aufführung,
UAKUG/NIM_073,30_1,,"datum, werk","1953-08-19, Parsifal",Aufführung,
UAKUG/NIM_073,30_1,,"datum, werk","1953-08-21, Lohengrin",Aufführung,
UAKUG/NIM_073,30_1,,"datum, werk","1953-08-22, Tristan und Isolde",Aufführung,
UAKUG/NIM_073,30_1,,"datum, werk","1953-08-23, Parsifal",Aufführung,
UAKUG/NIM_073,30_1,,"summe, währung","25, DM/45, DM",erwähnt,Eintrittkarten
UAKUG/NIM_073,30_1,,ort,Bayreuth,,
UAKUG/NIM_073,30_1,,"ort, datum","Bayreuth, 1953",Spielzeit,
UAKUG/NIM_073,30_1,,Datum,1876/1953,erwähnt,
UAKUG/NIM_073,30_1,,ereignis,Richard-Wagner-Festspiele,rahmenveranstaltung,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
UAKUG/NIM_073,,,,,,
UAKUG/NIM_073,,,,,,
UAKUG/NIM_073,,,,,,
UAKUG/NIM_073,,,,,,
UAKUG/NIM_073,,,,,,
UAKUG/NIM_073,33_1_2,,person,"Rappl, Erich",verfasser:in,
UAKUG/NIM_073,33_1_2,,person,"Wagner, Wieland",regisseur:in,
UAKUG/NIM_073,33_1_2,,person,"Karajan, Herbert von",dirigent:in,
UAKUG/NIM_073,33_1_2,,person,"Mödl, Martha",sänger:in,
UAKUG/NIM_073,33_1_2,,person,"Vinay, Ramon",sänger:in,
UAKUG/NIM_073,33_1_2,,person,"Malaniuk, Ira",sänger:in,
UAKUG/NIM_073,33_1_2,,person,"Hotter, Hans",sänger:in,
UAKUG/NIM_073,33_1_2,,person,"Uhde, Hermann",sänger:in,
UAKUG/NIM_073,33_1_2,,person,"Unger, Gerhard",sänger:in,
UAKUG/NIM_073,33_1_2,,person,"Faulhaber, Werner",sänger:in,
UAKUG/NIM_073,33_1_2,,person,"Stolze, Gerhard",sänger:in,
UAKUG/NIM_073,33_1_2,,person,"Weber, Ludwig",sänger:in,
UAKUG/NIM_073,33_1_2,,Datum,1952-07-24,erscheinungsdatum,
UAKUG/NIM_073,33_1_2,,ort,Bayreuth,auffuehrungsort,
UAKUG/NIM_073,33_1_2,,institution,Bayreuther Festspiele 1952,rahmenveranstaltung,
UAKUG/NIM_073,33_1_2,,werk,Tristan und Isolde,Aufführung,
UAKUG/NIM_073,33_1_2,,rolle,König Marke,auftritt,
UAKUG/NIM_073,33_1_2,,rolle,Tristan,auftritt,
UAKUG/NIM_073,33_1_2,,rolle,Isolde,auftritt,
UAKUG/NIM_073,33_1_2,,rolle,Melot,auftritt,
UAKUG/NIM_073,33_1_2,,rolle,Brangäne,auftritt,
UAKUG/NIM_073,33_1_2,,rolle,Kurwenal,auftritt,
UAKUG/NIM_073,33_1_2,,rolle,Seemann,auftritt,
UAKUG/NIM_073,33_1_2,,rolle,Steuermann,auftritt,
UAKUG/NIM_073,33_1_2,,rolle,Hirte,auftritt,
UAKUG/NIM_073,33_1_2,,person,"Schwennicke, Fritz",Fotograf:in,
UAKUG/NIM_073,33_1_2,,person,"Seebohm, Hans-Christopher",Publikum,
UAKUG/NIM_073,33_1_2,,person,"Schäffer, Fritz",Publikum,
UAKUG/NIM_073,33_1_2,,person,"Dehler, Thomas",Publikum,
UAKUG/NIM_073,33_1_2,,person,"Seidel, Hanns",Publikum,
UAKUG/NIM_073,33_1_2,,person,"Brenner, Eduard",Publikum,
UAKUG/NIM_073,33_1_2,,person,"Ehard, Hans",erwähnt,
UAKUG/NIM_073,33_1_2,,person,"Hundhammer, Alois",Publikum,
UAKUG/NIM_073,33_1_3,,person,"Uhde, Hermann",sänger:in,
UAKUG/NIM_073,33_1_3,,person,"Faulhaber, Werner",sänger:in,
UAKUG/NIM_073,33_1_3,,person,"Windgassen, Wolfgang",sänger:in,
UAKUG/NIM_073,33_1_3,,person,"Witte, Erich",sänger:in,
UAKUG/NIM_073,33_1_3,,person,"Malaniuk, Ira",sänger:in,
UAKUG/NIM_073,33_1_3,,person,"Borkh, Inge",sänger:in,
UAKUG/NIM_073,33_1_3,,person,"Neidlinger, Gustav",sänger:in,
UAKUG/NIM_073,33_1_3,,person,"Kuën, Paul",sänger:in,
UAKUG/NIM_073,33_1_3,,person,"Weber, Ludwig",sänger:in,
UAKUG/NIM_073,33_1_3,,person,"Töpper, Herta",sänger:in,
UAKUG/NIM_073,33_1_3,,person,"Greindl, Josef",sänger:in,
UAKUG/NIM_073,33_1_3,,person,"Bugarinovic, Melanie",sänger:in,
UAKUG/NIM_073,33_1_3,,person,"Zimmermann, Erika",sänger:in,
UAKUG/NIM_073,33_1_3,,person,"Ludwig, Hanna",sänger:in,
UAKUG/NIM_073,33_1_3,,person,"Keilberth, Joseph",dirigent:in,
UAKUG/NIM_073,33_1_3,,person,"Wagner, WIeland",regisseur:in,
UAKUG/NIM_073,33_1_3,,person,"Singer, Joseph",Publikum,
UAKUG/NIM_073,33_1_3,,person,"Schacht, Hjalmar",Publikum,
UAKUG/NIM_073,33_1_3,,person,"Messerschmitt, Willy",Publikum,
UAKUG/NIM_073,33_1_3,,person,"Schäffer, Fritz",abgebildet,
UAKUG/NIM_073,33_1_3,,person,"Lubin, Germaine",Publikum,
UAKUG/NIM_073,33_1_3,,person,"Mödl, Martha",sänger:in,
UAKUG/NIM_073,33_1_3,,person,"Mödl, Martha",abgebildet,
UAKUG/NIM_073,33_1_3,,person,"Wagner, Wolfgang",Publikum,
UAKUG/NIM_073,33_1_3,,person,"Wagner, Ellen",Publikum,
UAKUG/NIM_073,33_1_3,,person,"Wagner, Gertrud",Publikum,
UAKUG/NIM_073,33_1_3,,person,"Sattler, Dieter",Publikum,
UAKUG/NIM_073,33_1_3,,person,"Orff, Carl",Publikum,
UAKUG/NIM_073,33_1_3,,person,"Lorenz, Max",Publikum,
UAKUG/NIM_073,33_1_3,,person,"Singer, Joseph",abgebildet,
UAKUG/NIM_073,33_1_3,,person,"Seidel, Hanns",abgebildet,
UAKUG/NIM_073,33_1_3,,person,"Hundhammer, Alois",abgebildet,
UAKUG/NIM_073,33_1_3,,person,"Vinay, Ramon",sänger:in,
UAKUG/NIM_073,33_1_3,,person,"Rollwagen, Hans",Publikum,
UAKUG/NIM_073,33_1_3,,person,"Strelow, Liselotte",Fotograf:in,
UAKUG/NIM_073,33_1_3,,person,"Varnay, Astrid",sänger:in,
UAKUG/NIM_073,33_1_3,,person,"Vinay, Ramon",abgebildet,
UAKUG/NIM_073,33_1_3,,person,"Wagner, Richard",Komponist:in,
UAKUG/NIM_073,33_1_3,,Datum,1952-07-24,Aufführung,
UAKUG/NIM_073,33_1_3,,ort,Bayreuth,auffuehrungsort,
UAKUG/NIM_073,33_1_3,,ort,München,erwähnt,
UAKUG/NIM_073,33_1_3,,ort,Dresden,erwähnt,
UAKUG/NIM_073,33_1_3,,ort,Stuttgart,erwähnt,
UAKUG/NIM_073,33_1_3,,ort,Berlin,erwähnt,
UAKUG/NIM_073,33_1_3,,ort,Zürich,erwähnt,
UAKUG/NIM_073,33_1_3,,ort,Wien,erwähnt,
UAKUG/NIM_073,33_1_3,,ort,Belgrad,erwähnt,
UAKUG/NIM_073,33_1_3,,ort,Düsseldorf,erwähnt,
UAKUG/NIM_073,33_1_3,,ort,Graz,erwähnt,
UAKUG/NIM_073,33_1_3,,institution,Bayreuther Festspiele,rahmenveranstaltung,
UAKUG/NIM_073,33_1_3,,werk,Tristan und Isolde,Aufführung,
UAKUG/NIM_073,33_1_3,,werk,Das Rheingold,Aufführung,
UAKUG/NIM_073,33_1_3,,rolle,Wotan,auftritt,
UAKUG/NIM_073,33_1_3,,rolle,Donner,auftritt,
UAKUG/NIM_073,33_1_3,,rolle,Froh,auftritt,
UAKUG/NIM_073,33_1_3,,rolle,Loge,auftritt,
UAKUG/NIM_073,33_1_3,,rolle,Fricka,auftritt,
UAKUG/NIM_073,33_1_3,,rolle,Freia,auftritt,
UAKUG/NIM_073,33_1_3,,rolle,Alberich,auftritt,
UAKUG/NIM_073,33_1_3,,rolle,Mime,auftritt,
UAKUG/NIM_073,33_1_3,,rolle,Fasolt,auftritt,
UAKUG/NIM_073,33_1_3,,rolle,Fafner,auftritt,
UAKUG/NIM_073,33_1_3,,rolle,Erda,auftritt,
UAKUG/NIM_073,33_1_3,,rolle,Woglinde,auftritt,
UAKUG/NIM_073,33_1_3,,rolle,Wellgunde,auftritt,
UAKUG/NIM_073,33_1_3,,rolle,Floßhilde,auftritt,
UAKUG/NIM_073,33_1_3,,rolle,Kundry,auftritt,
UAKUG/NIM_073,33_1_3,,rolle,Isolde,auftritt,
UAKUG/NIM_073,33_1_3,,rolle,Tristan,auftritt,
