1,archivsignatur,folio nr,titel,entstehungsdatum,datierungsevidenz,dokumenttyp,sprache,umfang,bearbeiter:in,erfassungsdatum,Bearbeitungsstand,Objekttabelle,Verknüpfungstabelle,Werkindex,Ortsindex,Organisationsindex,Personenindex
1,UAKUG/NIM_005,11,Handschriftliche Tätigkeitsliste 1960,ohne Datum,unbekannt,notiz,de,"1 Blatt, 1 Seite",NML,2026-05-26,,,,,,,
1,UAKUG/NIM_005,12,Handschriftliche Tätigkeitsliste 1961 bis 1962,ohne Datum,unbekannt,notiz,de,"1 Blatt, 1 Seite",NML,2026-05-26,,,,,,,
1,UAKUG/NIM_005,13,Handschriftliche Tätigkeitsliste 1962 bis 1963,ohne Datum,unbekannt,notiz,de,"1 Blatt, 1 Seite",NML,2026-05-26,,,,,,,
1,UAKUG/NIM_005,14,Handschriftliche Tätigkeitsliste 1964 bis 1966,ohne Datum,unbekannt,notiz,de,"1 Blatt, 1 Seite",NML,2026-05-26,,,,,,,
1,UAKUG/NIM_005,15,Tätigkeitsliste 1939 bis 1949,ohne Datum,unbekannt,Typoskript,de,"1 Blatt, 1 Seite",NML,2026-05-26,,erledigt,erledigt,,,,
1,UAKUG/NIM_005,16,Tätigkeitsliste 1949 bis 1952,ohne Datum,unbekannt,Typoskript,de,"1 Blatt, 1 Seite",NML,2026-05-26,,erledigt,erledigt,,,,
1,UAKUG/NIM_005,17,Tätigkeitsliste 1952 bis 1954,ohne Datum,unbekannt,Typoskript,de,"1 Blatt, 1 Seite",NML,2026-05-26,,erledigt,erledigt,,,,
1,UAKUG/NIM_005,18,Tätigkeitsliste 1954 bis 1956,ohne Datum,unbekannt,Typoskript,de,"1 Blatt, 1 Seite",NML,2026-05-26,,erledigt,erledigt,,,,
1,UAKUG/NIM_005,19,Tätigkeitsliste 1955 bis 1956,ohne Datum,unbekannt,Typoskript,de,"1 Blatt, 1 Seite",NML,2026-05-26,,erledigt,erledigt,,,,
1,UAKUG/NIM_005,20,Tätigkeitsliste 1956 bis 1957,ohne Datum,unbekannt,Typoskript,de,"1 Blatt, 1 Seite",NML,2026-05-26,,erledigt,erledigt,,,,
1,UAKUG/NIM_005,21,Tätigkeitsliste 1957 bis 1958,ohne Datum,unbekannt,Typoskript,de,"1 Blatt, 1 Seite",NML,2026-05-26,,erledigt,erledigt,,,,
1,UAKUG/NIM_005,22,Tätigkeitsliste 1958 bis 1960,ohne Datum,unbekannt,Typoskript,de,"1 Blatt, 1 Seite",NML,2026-05-26,,erledigt,erledigt,,,,
1,UAKUG/NIM_005,23,Tätigkeitsliste 1960 bis 1961,ohne Datum,unbekannt,Typoskript,de,"1 Blatt, 1 Seite",NML,2026-05-26,,erledigt,erledigt,,,,
1,UAKUG/NIM_005,24,Tätigkeitsliste 1961 bis 1962,ohne Datum,unbekannt,Typoskript,de,"1 Blatt, 1 Seite",NML,2026-05-26,,,,,,,
1,UAKUG/NIM_005,25,Tätigkeitsliste 1962 bis 1964,ohne Datum,unbekannt,Typoskript,de,"1 Blatt, 1 Seite",NML,2026-05-26,,,,,,,
1,UAKUG/NIM_005,26,Tätigkeitsliste 1964 bis 1968,ohne Datum,unbekannt,Typoskript,de,"1 Blatt, 1 Seite",NML,2026-05-26,,,,,,,
1,UAKUG/NIM_005,27,"Tätigkeitsliste 1968, 1967",ohne Datum,unbekannt,Typoskript,de,"1 Blatt, 1 Seite",NML,2026-05-26,,,,,,,
1,UAKUG/NIM_005,28,Nachtrag Tätigkeitsliste 1954 bis 1955,ohne Datum,unbekannt,Typoskript,de,"1 Blatt, 1 Seite",NML,2026-05-26,,,,,,,
1,UAKUG/NIM_005,29,"Nachtrag Tätigkeitsliste Wagner-Werke, verschiedene Jahreszahlen",ohne Datum,unbekannt,Typoskript,de,"1 Blatt, 1 Seite",NML,2026-05-26,,,,,,,
1,UAKUG/NIM_006,,Diverse Zeitungsausschnitte,1978-01-01/1986-12-31,,sammlung,,,,2026-03-27,,,,,,,
1,UAKUG/NIM_006,1,Vorlage für Silbergravur pointed by Sir Jos. A. Reynolds Miss Harris,,unbekannt,Typoskript,en,,"CN, QH, NML, NKS",2026-03-27,Zurückgestellt,,,,,,
1,UAKUG/NIM_006,2,Zeitungsbericht zum 70. Geburtstag M. Röthlisberger,1984-09-26,aus_dokument,presse,de,,"CN, QH, NML, NKS",2026-03-27,,,,,,,
1,UAKUG/NIM_006,3,"Zeitungsbericht ""Steirischer Kalender""",1976,erschlossen,presse,de,,"CN, QH, NML, NKS",2026-03-27,,,,,,,
1,UAKUG/NIM_006,4,Zeitungsbericht Neue Zürcher Zeitung zum Tod von Prof. Hugo Krayenbühl,1985-01-14,erschlossen,presse,de,,"CN, QH, NML, NKS",2026-03-27,,,,,,,
1,UAKUG/NIM_006,5,Zeitungsbericht Neue Zürcher Zeitung zur Sanierung des Opernhauses Zürich,1984-12-01/1984-12-02,aus_dokument,presse,de,,"CN, QH, NML, NKS",2026-03-27,zurückgestellt,,,,,,
1,UAKUG/NIM_006,6,Zeitungsbericht ZüriWoche zur Jubelfeiern im Opernhaus Zürich,1984-12-06,aus_dokument,presse,de,,QH,2026-04-10,zurückgestellt,,,,,,
1,UAKUG/NIM_006,7,Zeitungsbericht zum möchlichen Verkauf von Schloss Rued,1986-02-18,aus_dokument,presse,de,,QH,2026-04-10,,,,,,,
1,UAKUG/NIM_006,8,Zeitungsbericht zur Wiedereröffnung des Züricher Opernhauses,1984-11-29,aus_dokument,presse,de,,QH,2026-04-10,zurückgestellt,,,,,,
1,UAKUG/NIM_006,9,Zeitungsbericht zu Obstipation und Ernährung in der Medical Tribune,1978-08-18,aus_dokument,presse,de,,QH,2026-04-10,,,,,,,
1,UAKUG/NIM_007,Folio,Programme und Kritiken (korrigiert),1952-01-01/1968-12-31,,sammlung,,,AV/UR,2015-09-29,,,,,,,
1,UAKUG/NIM_007,1,Brief von Felix Ballhausen zu Dienstverträgen Staatsoper München,1952-03-18,aus_dokument,korrespondenz,de,"1 Blatt, 1 Seite",CP,2026-01-23,Vollständig,,,,,,
1,UAKUG/NIM_007,2,"Brief von Martin H. Taubman zu Verträgen mit Buenos Aires, Neapel, Wien",1952-05-27,aus_dokument,korrespondenz,de,"1 Blatt, 2 Seiten",,2026-01-23,Vollständig,,,,,,
1,UAKUG/NIM_007,3,Ausweis für Bayreuther Festspiele 1953,1953-07-06,aus_dokument,identitaetsdokument,de,"1 Blatt, 1 Seite",,2026-01-23,Vollständig,,,,,,
1,UAKUG/NIM_007,4,Brief von Ernst Kühnly zu Gastspiel in Lissabon an Martin H. Taubman,1953-09-29,aus_dokument,korrespondenz,de,"1 Blatt, 1 Seite",NKS,2026-02-04,vollständig,,,,,,
1,UAKUG/NIM_007,5,6 Kassa-Eingänge mit handschriftlicher Notiz,,aus_dokument,sammlung,de,"8 Blätter, 8 Seiten",,2026-02-04,vollständig,,,,,,
1,UAKUG/NIM_007,5_1,Handschriftliche Notiz,1957,aus_dokument,notiz,de,"1 Blatt, 1 Seite",,2026-02-04,vollständig,,,,,,
1,UAKUG/NIM_007,5_2,"Kassa-Eingang, Einzahlungsnachweis der Konzertdirektion, 1957-05-01",1957-05-01,aus_dokument,quittung,de,"1 Blatt, 1 Seite",,2026-02-04,vollständig,,,,,,
1,UAKUG/NIM_007,5_3,"Kassa-Eingang, Einzahlungsnachweis der Konzertdirektion, 1957-06-24",1957-06-24,aus_dokument,quittung,de,"1 Blatt, 1 Seite",,2026-02-04,vollständig,,,,,,
1,UAKUG/NIM_007,5_4,"Kassa-Eingang, Einzahlungsnachweis der Konzertdirektion, 1957-06-30",1957-06-30,aus_dokument,quittung,de,"1 Blatt, 1 Seite",,2026-02-04,vollständig,,,,,,
1,UAKUG/NIM_007,5_5,"Kassa-Eingang, Einzahlungsnachweis der Konzertdirektion, 1957-10-31",1957-10-31,aus_dokument,quittung,de,"1 Blatt, 1 Seite",,2026-02-04,vollständig,,,,,,
1,UAKUG/NIM_007,5_6,"Kassa-Eingang, Einzahlungsnachweis der Konzertdirektion, 1957-12-05",1957-12-05,aus_dokument,quittung,de,"1 Blatt, 1 Seite",,2026-02-04,vollständig,,,,,,
1,UAKUG/NIM_007,5_7,"Kassa-Eingang, Einzahlungsnachweis der Konzertdirektion, 1957-03-13",1958-03-13,aus_dokument,quittung,de,"1 Blatt, 1 Seite",,2026-02-04,vollständig,,,,,,
1,UAKUG/NIM_007,5_8,"Einzahlungsbestätigung (?) Dr. Baasch an Martin Hugo Taubman, 1957-05-15",1957-05-15,aus_dokument,quittung,de,"1 Blatt, 1 Seite",,2026-02-04,vollständig,,,,,,
1,UAKUG/NIM_007,6,Mittelung über Honorar für Sendung Paradies und Peri 1959 von Nord- und Westdeutscher Rundfunkverband,1959-05-09,aus_dokument,quittung,de,"1 Blatt, 1 Seite",,2026-02-04,vollständig,,,,,,
1,UAKUG/NIM_007,7,Brief von Intendanz der Bayerischen Staatsoper zu Gastspielvertrag und Schiedsvertrag 1961/62 an Ira Malaniuk,1961-11-21,aus_dokument,korrespondenz,de,"1 Blatt, 1 Seite",,2026-02-04,vollständig,,,,,,
